participantID,trialNum,stage,stageName,trueCountry,differentials,likelihoods,correct,correctCountryIdx,likelihoodCorrect,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
5d7ebf9e93902b0001965912,2,1,Geography,BOTSWANA,"ZIMBABWE, KENYA, ALGERIA, NIGERIA, ETHIOPIA","3, 2, 2, 2, 1",,,,3,ZIMBABWE,
5d7ebf9e93902b0001965912,2,2,History & Politics,BOTSWANA,"ZIMBABWE, KENYA, ALGERIA, NIGERIA, ETHIOPIA","2, 2, 2, 2, 1",,,,2,ZIMBABWE,
5d7ebf9e93902b0001965912,2,3,People & Culture,BOTSWANA,"ZIMBABWE, KENYA, ALGERIA, NIGERIA, ETHIOPIA","4, 3, 1, 1, 3",,,,4,ZIMBABWE,
5d7ebf9e93902b0001965912,3,1,Geography,GREECE,"RUSSIA, GERMANY, FINLAND, NORWAY","6, 2, 3, 4",,,,6,RUSSIA,
5d7ebf9e93902b0001965912,3,2,History & Politics,GREECE,"RUSSIA, GERMANY, FINLAND, NORWAY, BELARUS","1, 2, 3, 4, 3",,,,4,NORWAY,
5d7ebf9e93902b0001965912,3,3,People & Culture,GREECE,"RUSSIA, GERMANY, FINLAND, NORWAY, BELARUS, TURKEY, UKRAINE","1, 1, 1, 1, 1, 4, 6",,,,6,UKRAINE,
5d7ebf9e93902b0001965912,4,1,Geography,SOUTH KOREA,"JAPAN, SOUTH KOREA","6, 3",,,,6,JAPAN,
5d7ebf9e93902b0001965912,4,2,History & Politics,SOUTH KOREA,"JAPAN, SOUTH KOREA","3, 4",,,,4,SOUTH KOREA,
5d7ebf9e93902b0001965912,4,3,People & Culture,SOUTH KOREA,"JAPAN, SOUTH KOREA","1, 9",,,,9,SOUTH KOREA,
5d7ebf9e93902b0001965912,5,1,Geography,COLOMBIA,"BRAZIL, ARGENTINA, CHILE, PERU, URUGUAY","3, 2, 2, 3, 2",,,,3,BRAZIL,
5d7ebf9e93902b0001965912,5,2,History & Politics,COLOMBIA,"BRAZIL, ARGENTINA, CHILE, PERU, URUGUAY","3, 2, 2, 3, 2",,,,3,BRAZIL,
5d7ebf9e93902b0001965912,5,3,People & Culture,COLOMBIA,"BRAZIL, ARGENTINA, CHILE, PERU, URUGUAY","1, 1, 6, 1, 1",,,,6,CHILE,
5d7ebf9e93902b0001965912,6,1,Geography,MONGOLIA,"INDIA, JAPAN, IRAN, SAUDI ARABIA","5, 5, 2, 3",,,,5,INDIA,
5d7ebf9e93902b0001965912,6,2,History & Politics,MONGOLIA,"INDIA, JAPAN, IRAN, SAUDI ARABIA","5, 5, 2, 3",,,,5,INDIA,
5d7ebf9e93902b0001965912,6,3,People & Culture,MONGOLIA,"INDIA, JAPAN, IRAN, SAUDI ARABIA","6, 1, 1, 3",,,,6,INDIA,
5dafea4de40355001651fa2f,1,1,Geography,BOTSWANA,SOMALIA,4,,,,4,SOMALIA,
5dafea4de40355001651fa2f,1,2,History & Politics,BOTSWANA,"SOMALIA, KENYA","4, 7",,,,7,KENYA,
5dafea4de40355001651fa2f,1,3,People & Culture,BOTSWANA,"SOMALIA, KENYA","4, 7",,,,7,KENYA,
5dafea4de40355001651fa2f,2,1,Geography,MONGOLIA,IRAN,6,,,,6,IRAN,
5dafea4de40355001651fa2f,2,2,History & Politics,MONGOLIA,"IRAN, SYRIA","6, 4",,,,6,IRAN,
5dafea4de40355001651fa2f,2,3,People & Culture,MONGOLIA,"IRAN, SYRIA, TAIWAN","6, 4, 7",,,,7,TAIWAN,
5dafea4de40355001651fa2f,3,1,Geography,COLOMBIA,ARGENTINA,6,,,,6,ARGENTINA,
5dafea4de40355001651fa2f,3,2,History & Politics,COLOMBIA,"ARGENTINA, PERU","6, 5",,,,6,ARGENTINA,
5dafea4de40355001651fa2f,3,3,People & Culture,COLOMBIA,"ARGENTINA, PERU","8, 5",,,,8,ARGENTINA,
5dafea4de40355001651fa2f,4,1,Geography,GREECE,UKRAINE,6,,,,6,UKRAINE,
5dafea4de40355001651fa2f,4,2,History & Politics,GREECE,"UKRAINE, PORTUGAL","6, 8",,,,8,PORTUGAL,
5dafea4de40355001651fa2f,4,3,People & Culture,GREECE,"UKRAINE, PORTUGAL, SPAIN","6, 8, 8",,,,8,PORTUGAL,
5dafea4de40355001651fa2f,5,1,Geography,SOUTH KOREA,JAPAN,7,,,,7,JAPAN,
5dafea4de40355001651fa2f,5,2,History & Politics,SOUTH KOREA,JAPAN,7,,,,7,JAPAN,
5dafea4de40355001651fa2f,5,3,People & Culture,SOUTH KOREA,JAPAN,9,,,,9,JAPAN,
5dafea4de40355001651fa2f,6,1,Geography,SWITZERLAND,SWITZERLAND,8,,,,8,SWITZERLAND,
5dafea4de40355001651fa2f,6,2,History & Politics,SWITZERLAND,"SWITZERLAND, UK","8, 8",,,,8,SWITZERLAND,
5dafea4de40355001651fa2f,6,3,People & Culture,SWITZERLAND,"SWITZERLAND, UK","9, 3",,,,9,SWITZERLAND,
5e1f46d7ded49f273e668b53,1,1,Geography,SOUTH KOREA,SIBERIA,7,,,,7,SIBERIA,
5e1f46d7ded49f273e668b53,1,2,History & Politics,SOUTH KOREA,SIBERIA,7,,,,7,SIBERIA,
5e1f46d7ded49f273e668b53,1,3,People & Culture,SOUTH KOREA,SIBERIA,7,,,,7,SIBERIA,
5e1f46d7ded49f273e668b53,2,1,Geography,COLOMBIA,"GUATEMALA, HONDURAS, BRAZIL","5, 6, 4",,,,6,HONDURAS,
5e1f46d7ded49f273e668b53,2,2,History & Politics,COLOMBIA,"GUATEMALA, HONDURAS, BRAZIL, COSTA RICA","5, 6, 4, 4",,,,6,HONDURAS,
5e1f46d7ded49f273e668b53,2,3,People & Culture,COLOMBIA,"GUATEMALA, HONDURAS, COSTA RICA","5, 6, 4",,,,6,HONDURAS,
5e1f46d7ded49f273e668b53,3,1,Geography,GREECE,"ROMANIA, POLAND, HUNGARY","5, 7, 6",,,,7,POLAND,
5e1f46d7ded49f273e668b53,3,2,History & Politics,GREECE,"ROMANIA, POLAND, HUNGARY","5, 7, 6",,,,7,POLAND,
5e1f46d7ded49f273e668b53,3,3,People & Culture,GREECE,"ROMANIA, POLAND, HUNGARY","5, 8, 6",,,,8,POLAND,
5e1f46d7ded49f273e668b53,4,1,Geography,SWITZERLAND,"FRANCE, NETHERLANDS","7, 4",,,,7,FRANCE,
5e1f46d7ded49f273e668b53,4,2,History & Politics,SWITZERLAND,"FRANCE, NETHERLANDS","7, 4",,,,7,FRANCE,
5e1f46d7ded49f273e668b53,4,3,People & Culture,SWITZERLAND,"FRANCE, NETHERLANDS, BELGIUM","7, 4, 6",,,,7,FRANCE,
5e1f46d7ded49f273e668b53,5,1,Geography,BOTSWANA,"NIGERIA, BOTSOWANA, ZIMBABUE, CONGO","3, 6, 6, 6",,,,6,BOTSOWANA,
5e1f46d7ded49f273e668b53,5,2,History & Politics,BOTSWANA,"NIGERIA, BOTSOWANA, ZIMBABUE, CONGO","3, 6, 6, 6",,,,6,BOTSOWANA,
5e1f46d7ded49f273e668b53,5,3,People & Culture,BOTSWANA,"NIGERIA, BOTSOWANA, ZIMBABUE, CONGO","3, 6, 6, 6",,,,6,BOTSOWANA,
5e1f46d7ded49f273e668b53,6,1,Geography,MONGOLIA,"INDIA, IRAN","5, 6",,,,6,IRAN,
5e1f46d7ded49f273e668b53,6,2,History & Politics,MONGOLIA,"INDIA, IRAN","5, 6",,,,6,IRAN,
5e1f46d7ded49f273e668b53,6,3,People & Culture,MONGOLIA,"INDIA, IRAN","3, 6",,,,6,IRAN,
5e24fbd4e1f467771c234e5f,1,1,Geography,BOTSWANA,"NIGERIA, SOUTH AFRICA, EGYPT","5, 6, 6",,,,6,SOUTH AFRICA,
5e24fbd4e1f467771c234e5f,1,2,History & Politics,BOTSWANA,"NIGERIA, SOUTH AFRICA, EGYPT","5, 6, 6",,,,6,SOUTH AFRICA,
5e24fbd4e1f467771c234e5f,1,3,People & Culture,BOTSWANA,"NIGERIA, SOUTH AFRICA, EGYPT","5, 6, 6",,,,6,SOUTH AFRICA,
5e24fbd4e1f467771c234e5f,2,1,Geography,SWITZERLAND,"UNITED KINGDOM, SCOTLAND, WALES","8, 8, 8",,,,8,UNITED KINGDOM,
5e24fbd4e1f467771c234e5f,2,2,History & Politics,SWITZERLAND,"UNITED KINGDOM, SCOTLAND, WALES","8, 8, 8",,,,8,UNITED KINGDOM,
5e24fbd4e1f467771c234e5f,2,3,People & Culture,SWITZERLAND,"UNITED KINGDOM, SCOTLAND, WALES","8, 8, 8",,,,8,UNITED KINGDOM,
5e24fbd4e1f467771c234e5f,3,1,Geography,SOUTH KOREA,"INDIA, RUSSIA, CHINA","5, 5, 6",,,,6,CHINA,
5e24fbd4e1f467771c234e5f,3,2,History & Politics,SOUTH KOREA,"INDIA, RUSSIA, CHINA","5, 5, 6",,,,6,CHINA,
5e24fbd4e1f467771c234e5f,3,3,People & Culture,SOUTH KOREA,"INDIA, RUSSIA, CHINA","5, 5, 6",,,,6,CHINA,
5e24fbd4e1f467771c234e5f,4,1,Geography,COLOMBIA,"CHILE, BRAZIL, PERU","5, 6, 6",,,,6,BRAZIL,
5e24fbd4e1f467771c234e5f,4,2,History & Politics,COLOMBIA,"CHILE, BRAZIL, PERU","5, 6, 6",,,,6,BRAZIL,
5e24fbd4e1f467771c234e5f,4,3,People & Culture,COLOMBIA,"CHILE, BRAZIL, PERU","5, 6, 6",,,,6,BRAZIL,
5e24fbd4e1f467771c234e5f,5,1,Geography,MONGOLIA,"INDIA, HONG KONG, RUSSIA","5, 6, 6",,,,6,HONG KONG,
5e24fbd4e1f467771c234e5f,5,2,History & Politics,MONGOLIA,"INDIA, HONG KONG, RUSSIA","5, 6, 6",,,,6,HONG KONG,
5e24fbd4e1f467771c234e5f,5,3,People & Culture,MONGOLIA,"INDIA, HONG KONG, RUSSIA","5, 6, 6",,,,6,HONG KONG,
5e24fbd4e1f467771c234e5f,6,1,Geography,GREECE,"UNITED STATES, MEXICO, CANADA","5, 6, 6",,,,6,MEXICO,
5e24fbd4e1f467771c234e5f,6,2,History & Politics,GREECE,"UNITED STATES, MEXICO, CANADA","5, 6, 6",,,,6,MEXICO,
5e24fbd4e1f467771c234e5f,6,3,People & Culture,GREECE,"UNITED STATES, MEXICO, CANADA","5, 6, 6",,,,6,MEXICO,
5e38397719e44f0244389781,1,1,Geography,SOUTH KOREA,INDIA,5,,,,5,INDIA,
5e38397719e44f0244389781,1,2,History & Politics,SOUTH KOREA,"INDIA, CAMBODIA","4, 3",,,,4,INDIA,
5e38397719e44f0244389781,1,3,People & Culture,SOUTH KOREA,"INDIA, CAMBODIA, JAPAN","4, 3, 6",,,,6,JAPAN,
5e38397719e44f0244389781,2,1,Geography,BOTSWANA,EGYPT,5,,,,5,EGYPT,
5e38397719e44f0244389781,2,2,History & Politics,BOTSWANA,"EGYPT, NIGER","5, 6",,,,6,NIGER,
5e38397719e44f0244389781,2,3,People & Culture,BOTSWANA,"EGYPT, NIGER, CHAD","5, 6, 2",,,,6,NIGER,
5e38397719e44f0244389781,3,1,Geography,MONGOLIA,IRAN,2,,,,2,IRAN,
5e38397719e44f0244389781,3,2,History & Politics,MONGOLIA,"IRAN, MONGOLIA","2, 2",,,,2,IRAN,
5e38397719e44f0244389781,3,3,People & Culture,MONGOLIA,"IRAN, MONGOLIA, MYANMAR","2, 2, 4",,,,4,MYANMAR,
5e38397719e44f0244389781,4,1,Geography,SWITZERLAND,CZECHIA,4,,,,4,CZECHIA,
5e38397719e44f0244389781,4,2,History & Politics,SWITZERLAND,"CZECHIA, SWITZERLAND","4, 5",,,,5,SWITZERLAND,
5e38397719e44f0244389781,4,3,People & Culture,SWITZERLAND,"CZECHIA, SWITZERLAND, LUXEMBOURG","4, 5, 7",,,,7,LUXEMBOURG,
5e38397719e44f0244389781,5,1,Geography,COLOMBIA,BOLIVIA,7,,,,7,BOLIVIA,
5e38397719e44f0244389781,5,2,History & Politics,COLOMBIA,"BOLIVIA, ARGENTINA","7, 5",,,,7,BOLIVIA,
5e38397719e44f0244389781,5,3,People & Culture,COLOMBIA,"BOLIVIA, ARGENTINA, PERU","7, 5, 8",,,,8,PERU,
5e38397719e44f0244389781,6,1,Geography,GREECE,ITALY,4,,,,4,ITALY,
5e38397719e44f0244389781,6,2,History & Politics,GREECE,"ITALY, FRANCE","4, 5",,,,5,FRANCE,
5e38397719e44f0244389781,6,3,People & Culture,GREECE,"ITALY, FRANCE, SWEDEN","4, 5, 2",,,,5,FRANCE,
5e60f63ee6385a000bcbffc9,1,1,Geography,BOTSWANA,NIGERIA,2,,,,2,NIGERIA,
5e60f63ee6385a000bcbffc9,1,2,History & Politics,BOTSWANA,"NIGERIA, LIBYA, SOUTH AFRICA","2, 5, 7",,,,7,SOUTH AFRICA,
5e60f63ee6385a000bcbffc9,1,3,People & Culture,BOTSWANA,"NIGERIA, NAMIBIA","2, 6",,,,6,NAMIBIA,
5e60f63ee6385a000bcbffc9,2,1,Geography,GREECE,LATVIA,5,,,,5,LATVIA,
5e60f63ee6385a000bcbffc9,2,2,History & Politics,GREECE,"LATVIA, POLAND","5, 8",,,,8,POLAND,
5e60f63ee6385a000bcbffc9,2,3,People & Culture,GREECE,UKRAINE,8,,,,8,UKRAINE,
5e60f63ee6385a000bcbffc9,3,1,Geography,COLOMBIA,"VENEZUELA, BOLIVIA, PARAGUAY","6, 5, 5",,,,6,VENEZUELA,
5e60f63ee6385a000bcbffc9,3,2,History & Politics,COLOMBIA,"VENEZUELA, BOLIVIA, PARAGUAY, BRAZIL","6, 5, 5, 6",,,,6,VENEZUELA,
5e60f63ee6385a000bcbffc9,3,3,People & Culture,COLOMBIA,"VENEZUELA, BOLIVIA, COLOMBIA","6, 5, 9",,,,9,COLOMBIA,
5e60f63ee6385a000bcbffc9,4,1,Geography,SOUTH KOREA,JAPAN,5,,,,5,JAPAN,
5e60f63ee6385a000bcbffc9,4,2,History & Politics,SOUTH KOREA,"JAPAN, SOUTH KOREA","5, 6",,,,6,SOUTH KOREA,
5e60f63ee6385a000bcbffc9,4,3,People & Culture,SOUTH KOREA,SOUTH KOREA,10,,,,10,SOUTH KOREA,
5e60f63ee6385a000bcbffc9,5,1,Geography,MONGOLIA,LAOS,2,,,,2,LAOS,
5e60f63ee6385a000bcbffc9,5,2,History & Politics,MONGOLIA,LAOS,2,,,,2,LAOS,
5e60f63ee6385a000bcbffc9,5,3,People & Culture,MONGOLIA,"LAOS, MONGOLIA","2, 4",,,,4,MONGOLIA,
5e60f63ee6385a000bcbffc9,6,1,Geography,SWITZERLAND,"ITALY, GERMANY, FRANCE","5, 5, 4",,,,5,ITALY,
5e60f63ee6385a000bcbffc9,6,2,History & Politics,SWITZERLAND,AUSTRIA,7,,,,7,AUSTRIA,
5e60f63ee6385a000bcbffc9,6,3,People & Culture,SWITZERLAND,AUSTRIA,7,,,,7,AUSTRIA,
5e6473fbc15dbe1f71eea95b,1,1,Geography,BOTSWANA,"KENYA, NIGERIA, GHANA","3, 3, 2",,,,3,KENYA,
5e6473fbc15dbe1f71eea95b,1,2,History & Politics,BOTSWANA,"KENYA, NIGERIA, GHANA, SOUTH AFRICA","3, 3, 2, 2",,,,3,KENYA,
5e6473fbc15dbe1f71eea95b,1,3,People & Culture,BOTSWANA,"KENYA, NIGERIA, GHANA, SOUTH AFRICA","3, 5, 2, 2",,,,5,NIGERIA,
5e6473fbc15dbe1f71eea95b,2,1,Geography,SOUTH KOREA,SIBERIA,5,,,,5,SIBERIA,
5e6473fbc15dbe1f71eea95b,2,2,History & Politics,SOUTH KOREA,"SIBERIA, SOUTH KOREA","5, 4",,,,5,SIBERIA,
5e6473fbc15dbe1f71eea95b,2,3,People & Culture,SOUTH KOREA,"SIBERIA, SOUTH KOREA","5, 5",,,,5,SIBERIA,
5e6473fbc15dbe1f71eea95b,3,1,Geography,SWITZERLAND,TURKEY,2,,,,2,TURKEY,
5e6473fbc15dbe1f71eea95b,3,2,History & Politics,SWITZERLAND,TURKEY,2,,,,2,TURKEY,
5e6473fbc15dbe1f71eea95b,3,3,People & Culture,SWITZERLAND,TURKEY,2,,,,2,TURKEY,
5e6473fbc15dbe1f71eea95b,4,1,Geography,GREECE,"AUSTRIA, NORWAY","1, 1",,,,1,AUSTRIA,
5e6473fbc15dbe1f71eea95b,4,2,History & Politics,GREECE,"AUSTRIA, NORWAY","4, 1",,,,4,AUSTRIA,
5e6473fbc15dbe1f71eea95b,4,3,People & Culture,GREECE,"AUSTRIA, NORWAY","5, 1",,,,5,AUSTRIA,
5e6473fbc15dbe1f71eea95b,5,1,Geography,MONGOLIA,"MONGOLIA, AFGHANISTAN","2, 3",,,,3,AFGHANISTAN,
5e6473fbc15dbe1f71eea95b,5,2,History & Politics,MONGOLIA,"MONGOLIA, AFGHANISTAN","2, 3",,,,3,AFGHANISTAN,
5e6473fbc15dbe1f71eea95b,5,3,People & Culture,MONGOLIA,"MONGOLIA, AFGHANISTAN","4, 3",,,,4,MONGOLIA,
5e6473fbc15dbe1f71eea95b,6,1,Geography,COLOMBIA,BRAZIL,9,,,,9,BRAZIL,
5e6473fbc15dbe1f71eea95b,6,2,History & Politics,COLOMBIA,BRAZIL,9,,,,9,BRAZIL,
5e6473fbc15dbe1f71eea95b,6,3,People & Culture,COLOMBIA,BRAZIL,9,,,,9,BRAZIL,
5e6796a0ae143c03b3033195,1,1,Geography,BOTSWANA,"SUDAN, KENYA, SOUTH SUDAN, ZIMBABWE","7, 7, 7, 6",,,,7,SUDAN,
5e6796a0ae143c03b3033195,1,2,History & Politics,BOTSWANA,"SUDAN, KENYA, SOUTH SUDAN, ZIMBABWE","5, 5, 9, 5",,,,9,SOUTH SUDAN,
5e6796a0ae143c03b3033195,1,3,People & Culture,BOTSWANA,KENYA,10,,,,10,KENYA,
5e6796a0ae143c03b3033195,2,1,Geography,SOUTH KOREA,"JAPAN, SOUTH KOREA","4, 9",,,,9,SOUTH KOREA,
5e6796a0ae143c03b3033195,2,2,History & Politics,SOUTH KOREA,SOUTH KOREA,10,,,,10,SOUTH KOREA,
5e6796a0ae143c03b3033195,2,3,People & Culture,SOUTH KOREA,SOUTH KOREA,10,,,,10,SOUTH KOREA,
5e6796a0ae143c03b3033195,3,1,Geography,SWITZERLAND,"AUSTRIA, SLOVENIA, NORWAY","8, 4, 6",,,,8,AUSTRIA,
5e6796a0ae143c03b3033195,3,2,History & Politics,SWITZERLAND,SWITZERLAND,10,,,,10,SWITZERLAND,
5e6796a0ae143c03b3033195,3,3,People & Culture,SWITZERLAND,SWITZERLAND,10,,,,10,SWITZERLAND,
5e6796a0ae143c03b3033195,4,1,Geography,GREECE,"BOSNIA AND HERZEGOVINA, SERBIA, KOSOVO","5, 6, 6",,,,6,SERBIA,
5e6796a0ae143c03b3033195,4,2,History & Politics,GREECE,"BOSNIA AND HERZEGOVINA, SERBIA, KOSOVO, MONTENEGRO","8, 1, 1, 8",,,,8,BOSNIA AND HERZEGOVINA,
5e6796a0ae143c03b3033195,4,3,People & Culture,GREECE,"BOSNIA AND HERZEGOVINA, SERBIA, KOSOVO, MONTENEGRO","2, 1, 1, 2",,,,2,BOSNIA AND HERZEGOVINA,
5e6796a0ae143c03b3033195,5,1,Geography,MONGOLIA,MONGOLIA,9,,,,9,MONGOLIA,
5e6796a0ae143c03b3033195,5,2,History & Politics,MONGOLIA,MONGOLIA,9,,,,9,MONGOLIA,
5e6796a0ae143c03b3033195,5,3,People & Culture,MONGOLIA,MONGOLIA,9,,,,9,MONGOLIA,
5e6796a0ae143c03b3033195,6,1,Geography,COLOMBIA,COLOMBIA,5,,,,5,COLOMBIA,
5e6796a0ae143c03b3033195,6,2,History & Politics,COLOMBIA,COLOMBIA,9,,,,9,COLOMBIA,
5e6796a0ae143c03b3033195,6,3,People & Culture,COLOMBIA,COLOMBIA,9,,,,9,COLOMBIA,
5e8783b0fde5153fbd9dca43,1,1,Geography,BOTSWANA,MOROCCO 2,5,,,,5,MOROCCO 2,
5e8783b0fde5153fbd9dca43,1,2,History & Politics,BOTSWANA,MOROCCO 2,5,,,,5,MOROCCO 2,
5e8783b0fde5153fbd9dca43,1,3,People & Culture,BOTSWANA,"MOROCCO 2, TANZANIA 3","5, 6",,,,6,TANZANIA 3,
5e8783b0fde5153fbd9dca43,2,1,Geography,SWITZERLAND,SPAIN 2,5,,,,5,SPAIN 2,
5e8783b0fde5153fbd9dca43,2,2,History & Politics,SWITZERLAND,SPAIN 2,5,,,,5,SPAIN 2,
5e8783b0fde5153fbd9dca43,2,3,People & Culture,SWITZERLAND,SPAIN 2,5,,,,5,SPAIN 2,
5e8783b0fde5153fbd9dca43,3,1,Geography,GREECE,FRANCE 1,5,,,,5,FRANCE 1,
5e8783b0fde5153fbd9dca43,3,2,History & Politics,GREECE,FRANCE 1,5,,,,5,FRANCE 1,
5e8783b0fde5153fbd9dca43,3,3,People & Culture,GREECE,FRANCE 1,5,,,,5,FRANCE 1,
5e8783b0fde5153fbd9dca43,4,1,Geography,COLOMBIA,MEXICO 1,5,,,,5,MEXICO 1,
5e8783b0fde5153fbd9dca43,4,2,History & Politics,COLOMBIA,MEXICO 1,5,,,,5,MEXICO 1,
5e8783b0fde5153fbd9dca43,4,3,People & Culture,COLOMBIA,MEXICO 1,5,,,,5,MEXICO 1,
5e8783b0fde5153fbd9dca43,5,1,Geography,MONGOLIA,CHINA 2,5,,,,5,CHINA 2,
5e8783b0fde5153fbd9dca43,5,2,History & Politics,MONGOLIA,CHINA 2,5,,,,5,CHINA 2,
5e8783b0fde5153fbd9dca43,5,3,People & Culture,MONGOLIA,CHINA 2,5,,,,5,CHINA 2,
5e8783b0fde5153fbd9dca43,6,1,Geography,SOUTH KOREA,JAPAN 2,5,,,,5,JAPAN 2,
5e8783b0fde5153fbd9dca43,6,2,History & Politics,SOUTH KOREA,"JAPAN 2, KOREA 2","5, 6",,,,6,KOREA 2,
5e8783b0fde5153fbd9dca43,6,3,People & Culture,SOUTH KOREA,KOREA 2,6,,,,6,KOREA 2,
5e8ef2059eeb7a1af7502f3c,1,1,Geography,COLOMBIA,"ARGENTINA, PERU","7, 7",,,,7,ARGENTINA,
5e8ef2059eeb7a1af7502f3c,1,2,History & Politics,COLOMBIA,"ARGENTINA, PERU","7, 7",,,,7,ARGENTINA,
5e8ef2059eeb7a1af7502f3c,1,3,People & Culture,COLOMBIA,"ARGENTINA, PERU","7, 7",,,,7,ARGENTINA,
5e8ef2059eeb7a1af7502f3c,2,1,Geography,SOUTH KOREA,SOUTH KOREA,10,,,,10,SOUTH KOREA,
5e8ef2059eeb7a1af7502f3c,2,2,History & Politics,SOUTH KOREA,SOUTH KOREA,10,,,,10,SOUTH KOREA,
5e8ef2059eeb7a1af7502f3c,2,3,People & Culture,SOUTH KOREA,SOUTH KOREA,10,,,,10,SOUTH KOREA,
5e8ef2059eeb7a1af7502f3c,3,1,Geography,GREECE,TURKEY,10,,,,10,TURKEY,
5e8ef2059eeb7a1af7502f3c,3,2,History & Politics,GREECE,TURKEY,10,,,,10,TURKEY,
5e8ef2059eeb7a1af7502f3c,3,3,People & Culture,GREECE,"TURKEY, GREECE","10, 8",,,,10,TURKEY,
5e8ef2059eeb7a1af7502f3c,4,1,Geography,BOTSWANA,"ZIMBABWE, BURUNDI, RWANDA","6, 6, 6",,,,6,ZIMBABWE,
5e8ef2059eeb7a1af7502f3c,4,2,History & Politics,BOTSWANA,"ZIMBABWE, BURUNDI, RWANDA, BOTSWANA","6, 6, 6, 7",,,,7,BOTSWANA,
5e8ef2059eeb7a1af7502f3c,4,3,People & Culture,BOTSWANA,"BURUNDI, RWANDA, BOTSWANA","6, 6, 7",,,,7,BOTSWANA,
5e8ef2059eeb7a1af7502f3c,5,1,Geography,SWITZERLAND,"SLOWAKIA, BELARUS","8, 8",,,,8,SLOWAKIA,
5e8ef2059eeb7a1af7502f3c,5,2,History & Politics,SWITZERLAND,"SLOWAKIA, BELARUS","8, 2",,,,8,SLOWAKIA,
5e8ef2059eeb7a1af7502f3c,5,3,People & Culture,SWITZERLAND,"SLOWAKIA, BELARUS","8, 2",,,,8,SLOWAKIA,
5e8ef2059eeb7a1af7502f3c,6,1,Geography,MONGOLIA,MONGOLIA,7,,,,7,MONGOLIA,
5e8ef2059eeb7a1af7502f3c,6,2,History & Politics,MONGOLIA,MONGOLIA,8,,,,8,MONGOLIA,
5e8ef2059eeb7a1af7502f3c,6,3,People & Culture,MONGOLIA,MONGOLIA,8,,,,8,MONGOLIA,
5e9027110aacc7320bd9a84b,1,1,Geography,SWITZERLAND,"UKRAINE, ESTONIA, LATVIA, LITHUANIA","5, 6, 6, 6",,,,6,ESTONIA,
5e9027110aacc7320bd9a84b,1,2,History & Politics,SWITZERLAND,"UKRAINE, ESTONIA, LATVIA, LITHUANIA, SWEDEN, FINLAND","5, 6, 6, 6, 6, 6",,,,6,ESTONIA,
5e9027110aacc7320bd9a84b,1,3,People & Culture,SWITZERLAND,"UKRAINE, ESTONIA, LATVIA, LITHUANIA, SWEDEN, FINLAND","5, 6, 6, 6, 6, 6",,,,6,ESTONIA,
5e9027110aacc7320bd9a84b,2,1,Geography,MONGOLIA,"MONGOLIA, ARMENIA, KHAZAKSTAN, UZBEKISTAN","5, 6, 6, 6",,,,6,ARMENIA,
5e9027110aacc7320bd9a84b,2,2,History & Politics,MONGOLIA,"MONGOLIA, ARMENIA, KHAZAKSTAN, UZBEKISTAN, KYRGISTAN","5, 6, 6, 6, 6",,,,6,ARMENIA,
5e9027110aacc7320bd9a84b,2,3,People & Culture,MONGOLIA,"MONGOLIA, ARMENIA, KHAZAKSTAN, UZBEKISTAN, KYRGISTAN","5, 6, 6, 6, 6",,,,6,ARMENIA,
5e9027110aacc7320bd9a84b,3,1,Geography,GREECE,"RUMANIA, BULGARIA","5, 6",,,,6,BULGARIA,
5e9027110aacc7320bd9a84b,3,2,History & Politics,GREECE,"RUMANIA, BULGARIA, ITALY, SPAIN, GERMANY","5, 6, 6, 6, 6",,,,6,BULGARIA,
5e9027110aacc7320bd9a84b,3,3,People & Culture,GREECE,"RUMANIA, BULGARIA, ITALY, SPAIN, GERMANY, GREECE","5, 6, 6, 6, 6, 6",,,,6,BULGARIA,
5e9027110aacc7320bd9a84b,4,1,Geography,BOTSWANA,"MALI, RWANDA, BURUNDI, UGANDA","5, 6, 6, 6",,,,6,RWANDA,
5e9027110aacc7320bd9a84b,4,2,History & Politics,BOTSWANA,"MALI, RWANDA, BURUNDI, UGANDA","5, 6, 6, 6",,,,6,RWANDA,
5e9027110aacc7320bd9a84b,4,3,People & Culture,BOTSWANA,"MALI, RWANDA, BURUNDI, UGANDA","5, 6, 6, 6",,,,6,RWANDA,
5e9027110aacc7320bd9a84b,5,1,Geography,COLOMBIA,"CHILE, ARGENTINA, BRAZIL, PERU, ECUADOR","5, 6, 6, 6, 6",,,,6,ARGENTINA,
5e9027110aacc7320bd9a84b,5,2,History & Politics,COLOMBIA,"CHILE, ARGENTINA, BRAZIL, PERU, ECUADOR","5, 6, 6, 6, 6",,,,6,ARGENTINA,
5e9027110aacc7320bd9a84b,5,3,People & Culture,COLOMBIA,"CHILE, PERU, ECUADOR, PARAGUAY","5, 6, 6, 6",,,,6,PERU,
5e9027110aacc7320bd9a84b,6,1,Geography,SOUTH KOREA,"THAILAND, VIETNAM, CAMBODIA, LAOS","5, 6, 6, 6",,,,6,VIETNAM,
5e9027110aacc7320bd9a84b,6,2,History & Politics,SOUTH KOREA,"THAILAND, VIETNAM, CAMBODIA, LAOS, INDIA, PAKISTAN, BANGLADESH","5, 6, 6, 6, 6, 6, 6",,,,6,VIETNAM,
