participantID,trialNum,stage,stageName,trueCountry,infoRequests,information,differentials,correct,correctCountryText,correctCountryIdx
5c59baa95e09ea00015521d9,5,1,1. Geography,SOUTH KOREA,8,"Native Animals, Is the country landlocked?, Average Temperature (between 1991-2020), Number of other countries it shares a land border with, Is the country landlocked?, Average Rainfall in 2017 (mm per year), % area that is water, Highest Point",INDIA,0,0,0
5c59baa95e09ea00015521d9,5,2,2. Economy & Politics,SOUTH KOREA,2,"Most Exported Food Products, Global Passport Power Rank (2022)","INDIA, CHINA",0,0,0
5c59baa95e09ea00015521d9,5,3,3. People & Culture,SOUTH KOREA,2,"Number of Colours in the country's flag, Overall population","INDIA, CHINA",0,0,0
5c59baa95e09ea00015521d9,6,1,1. Geography,COLOMBIA,3,"Highest Point, Number of other countries it shares a land border with, Native Animals","PERU, BRAZIL",0,0,0
5c59baa95e09ea00015521d9,6,2,2. Economy & Politics,COLOMBIA,1,World Happiness Ranking,"PERU, BRAZIL",0,0,0
5c59baa95e09ea00015521d9,6,3,3. People & Culture,COLOMBIA,3,"Number of medals at the Tokyo Olympics, Overall population, Overall population","PERU, BRAZIL",0,0,0
5c8bafb53b6f3d00013d7c30,1,1,1. Geography,BOTSWANA,4,"Is the country landlocked?, Native Animals, Average Rainfall in 2017 (mm per year), Highest Point",BOTSWANA,1,BOTSWANA,1
5c8bafb53b6f3d00013d7c30,1,2,2. Economy & Politics,BOTSWANA,2,"Most Exported Food Products, The Economist's Democracy Index Rating",BOTSWANA,1,BOTSWANA,1
5c8bafb53b6f3d00013d7c30,1,3,3. People & Culture,BOTSWANA,3,"Overall population, Most Prevalent Religion, Number of Colours in the country's flag","BOTSWANA, MADAGASCAR",1,BOTSWANA,1
5c8bafb53b6f3d00013d7c30,2,1,1. Geography,COLOMBIA,7,"Area, Native Animals, % area that is covered by forest, Average Temperature (between 1991-2020), % area that is water, Is the country landlocked?, Native Animals",BOLIVIA,0,0,0
5c8bafb53b6f3d00013d7c30,2,2,2. Economy & Politics,COLOMBIA,1,"Is the country a member of the OECD, NATO and/or UN?",BOLIVIA,0,0,0
5c8bafb53b6f3d00013d7c30,2,3,3. People & Culture,COLOMBIA,2,"Overall population, Population in the capital city",BOLIVIA,0,0,0
5c8bafb53b6f3d00013d7c30,3,1,1. Geography,SOUTH KOREA,4,"Area, Highest Point, Is the country landlocked?, Average Temperature (between 1991-2020)",INDIA,0,0,0
5c8bafb53b6f3d00013d7c30,3,2,2. Economy & Politics,SOUTH KOREA,1,"Is the country a member of the OECD, NATO and/or UN?",INDIA,0,0,0
5c8bafb53b6f3d00013d7c30,3,3,3. People & Culture,SOUTH KOREA,3,"Overall population, Most Prevalent Religion, Population Density","INDIA, MONGOLIA",0,0,0
5c8bafb53b6f3d00013d7c30,4,1,1. Geography,MONGOLIA,2,"Number of other countries it shares a land border with, Native Animals",MONGOLIA,1,MONGOLIA,1
5c8bafb53b6f3d00013d7c30,4,2,2. Economy & Politics,MONGOLIA,3,"GDP per capita in 2022, The Economist's Democracy Index Rating, Most Exported Food Products",MONGOLIA,1,MONGOLIA,1
5c8bafb53b6f3d00013d7c30,4,3,3. People & Culture,MONGOLIA,2,"Overall population, Population in the capital city","MONGOLIA, GEORGIA",1,MONGOLIA,1
5c8bafb53b6f3d00013d7c30,5,1,1. Geography,SWITZERLAND,10,"Native Animals, Area, Native Animals, Average Temperature (between 1991-2020), Average Rainfall in 2017 (mm per year), Time Zone (UTC), Is the country landlocked?, % area that is covered by forest, Highest Point, Number of other countries it shares a land border with",SWITZERLAND,1,SWITZERLAND,1
5c8bafb53b6f3d00013d7c30,5,2,2. Economy & Politics,SWITZERLAND,2,"Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products",SWITZERLAND,1,SWITZERLAND,1
5c8bafb53b6f3d00013d7c30,5,3,3. People & Culture,SWITZERLAND,4,"Population Density, Number of Colours in the country's flag, Overall population, Most Prevalent Religion",SWITZERLAND,1,SWITZERLAND,1
5c8bafb53b6f3d00013d7c30,6,1,1. Geography,GREECE,6,"Area, Native Animals, % area that is water, Area, Time Zone (UTC), % area that is covered by forest",ESTONIA,0,0,0
5c8bafb53b6f3d00013d7c30,6,2,2. Economy & Politics,GREECE,1,Most Exported Food Products,ESTONIA,0,0,0
5c8bafb53b6f3d00013d7c30,6,3,3. People & Culture,GREECE,5,"Population Density, Population in the capital city, Most Prevalent Religion, Number of Colours in the country's flag, Overall population",ESTONIA,0,0,0
5cd19671fdb93d00158bb796,1,1,1. Geography,GREECE,3,"Native Animals, Number of other countries it shares a land border with, Highest Point","TURKEY, BOSNIA",0,0,0
5cd19671fdb93d00158bb796,1,2,2. Economy & Politics,GREECE,2,"Does the country have a monarchy?, Is the country a member of the OECD, NATO and/or UN?","TURKEY, BOSNIA, ALBANIA",0,0,0
5cd19671fdb93d00158bb796,1,3,3. People & Culture,GREECE,3,"Most Prevalent Religion, Number of Colours in the country's flag, Which side of the road do people drive on?","TURKEY, BOSNIA, ALBANIA, POLAND",0,0,0
5cd19671fdb93d00158bb796,2,1,1. Geography,SOUTH KOREA,3,"Number of other countries it shares a land border with, Native Animals, Number of other countries it shares a land border with","PAPOE NEW GUINNEA, VIETNAM",0,0,0
5cd19671fdb93d00158bb796,2,2,2. Economy & Politics,SOUTH KOREA,1,Most Exported Food Products,"PAPOE NEW GUINNEA, VIETNAM, INDONESIA",0,0,0
5cd19671fdb93d00158bb796,2,3,3. People & Culture,SOUTH KOREA,3,"Number of Colours in the country's flag, Most Prevalent Religion, Overall population","PAPOE NEW GUINNEA, VIETNAM, INDONESIA",0,0,0
5cd19671fdb93d00158bb796,3,1,1. Geography,BOTSWANA,3,"Highest Point, Is the country landlocked?, % area that is covered by forest","NIGERIA, NIGER, GHANA",0,0,0
5cd19671fdb93d00158bb796,3,2,2. Economy & Politics,BOTSWANA,2,"Most Exported Food Products, Does their government have a prime minister?","NIGERIA, NIGER, GHANA",0,0,0
5cd19671fdb93d00158bb796,3,3,3. People & Culture,BOTSWANA,4,"Most Prevalent Religion, Population in the capital city, Which side of the road do people drive on?, Overall population","NIGERIA, NIGER, GHANA",0,0,0
5cd19671fdb93d00158bb796,4,1,1. Geography,MONGOLIA,3,"Highest Point, Native Animals, Number of other countries it shares a land border with","INDIA, BANGLADESH",0,0,0
5cd19671fdb93d00158bb796,4,2,2. Economy & Politics,MONGOLIA,2,"Most Exported Food Products, Does their government have a prime minister?","INDIA, BANGLADESH, MONGOLIA",1,MONGOLIA,3
5cd19671fdb93d00158bb796,4,3,3. People & Culture,MONGOLIA,3,"Most Prevalent Religion, Number of Colours in the country's flag, Overall population","INDIA, BANGLADESH, MONGOLIA",1,MONGOLIA,3
5cd19671fdb93d00158bb796,5,1,1. Geography,SWITZERLAND,4,"Number of other countries it shares a land border with, Area, Native Animals, Highest Point","AUSTRIA, POLAND",0,0,0
5cd19671fdb93d00158bb796,5,2,2. Economy & Politics,SWITZERLAND,2,"Is the country a member of the OECD, NATO and/or UN?, World Happiness Ranking","AUSTRIA, POLAND, SWEDEN",0,0,0
5cd19671fdb93d00158bb796,5,3,3. People & Culture,SWITZERLAND,3,"Most Prevalent Religion, Number of Colours in the country's flag, % of the population with internet access","AUSTRIA, POLAND, SWEDEN",0,0,0
5cd19671fdb93d00158bb796,6,1,1. Geography,COLOMBIA,3,"Number of other countries it shares a land border with, Highest Point, Average Rainfall in 2017 (mm per year)",BRAZIL,0,0,0
5cd19671fdb93d00158bb796,6,2,2. Economy & Politics,COLOMBIA,1,Most Exported Food Products,BRAZIL,0,0,0
5cd19671fdb93d00158bb796,6,3,3. People & Culture,COLOMBIA,2,"Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance","BRAZIL, ARGENTINA",0,0,0
5d1a69d8f97a18001977e0d7,1,1,1. Geography,COLOMBIA,5,"Native Animals, Area, Is the country landlocked?, Number of other countries it shares a land border with, % area that is covered by forest",ARGENTINA,0,0,0
5d1a69d8f97a18001977e0d7,1,2,2. Economy & Politics,COLOMBIA,2,"Does the country have a monarchy?, Most Exported Food Products","ARGENTINA, COSTA RICA",0,0,0
5d1a69d8f97a18001977e0d7,1,3,3. People & Culture,COLOMBIA,2,"Most Prevalent Religion, Population in the capital city","ARGENTINA, COSTA RICA, BRAZIL",0,0,0
5d1a69d8f97a18001977e0d7,2,1,1. Geography,SWITZERLAND,4,"Highest Point, Native Animals, Is the country landlocked?, Area",ANDORRA,0,0,0
5d1a69d8f97a18001977e0d7,2,2,2. Economy & Politics,SWITZERLAND,3,"Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?, World Happiness Ranking",ANDORRA,0,0,0
5d1a69d8f97a18001977e0d7,2,3,3. People & Culture,SWITZERLAND,2,"Which side of the road do people drive on?, Population in the capital city",ANDORRA,0,0,0
5d1a69d8f97a18001977e0d7,3,1,1. Geography,MONGOLIA,5,"Area, Number of other countries it shares a land border with, Is the country landlocked?, Native Animals, Average Temperature (between 1991-2020)",NEPAL,0,0,0
5d1a69d8f97a18001977e0d7,3,2,2. Economy & Politics,MONGOLIA,2,"Most Exported Food Products, GDP per capita in 2022",NEPAL,0,0,0
5d1a69d8f97a18001977e0d7,3,3,3. People & Culture,MONGOLIA,3,"Population in the capital city, % of the population with internet access, Overall population",NEPAL,0,0,0
5d1a69d8f97a18001977e0d7,4,1,1. Geography,SOUTH KOREA,5,"Time Zone (UTC), Highest Point, Native Animals, Number of other countries it shares a land border with, Is the country landlocked?",SOUTH KOREA,1,SOUTH KOREA,1
5d1a69d8f97a18001977e0d7,4,2,2. Economy & Politics,SOUTH KOREA,3,"Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?, GDP per capita in 2022","SOUTH KOREA, MALASIA",1,SOUTH KOREA,1
5d1a69d8f97a18001977e0d7,4,3,3. People & Culture,SOUTH KOREA,3,"Number of Colours in the country's flag, Population in the capital city, Overall population","SOUTH KOREA, MALASIA, SINGAPORE",1,SOUTH KOREA,1
5d1a69d8f97a18001977e0d7,5,1,1. Geography,GREECE,7,"Native Animals, Is the country landlocked?, % area that is covered by forest, Time Zone (UTC), Area, Average Temperature (between 1991-2020), Number of other countries it shares a land border with",POLAND,0,0,0
5d1a69d8f97a18001977e0d7,5,2,2. Economy & Politics,GREECE,3,"Does the country have a monarchy?, Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products","POLAND, ITALY, GREECE",1,GREECE,3
5d1a69d8f97a18001977e0d7,5,3,3. People & Culture,GREECE,4,"Overall population, Number of Colours in the country's flag, Population in the capital city, Most Prevalent Religion","POLAND, ITALY, GREECE",1,GREECE,3
5d1a69d8f97a18001977e0d7,6,1,1. Geography,BOTSWANA,3,"Area, Native Animals, Is the country landlocked?","KENYA, ZIMBABWE",0,0,0
5d1a69d8f97a18001977e0d7,6,2,2. Economy & Politics,BOTSWANA,2,"GDP per capita in 2022, Most Exported Food Products","KENYA, ZIMBABWE",0,0,0
5d1a69d8f97a18001977e0d7,6,3,3. People & Culture,BOTSWANA,3,"Population in the capital city, Overall population, Number of Colours in the country's flag","KENYA, ZIMBABWE",0,0,0
5d1cc0603690a90017b7fde9,1,1,1. Geography,SWITZERLAND,2,"Highest Point, Is the country landlocked?","SWITZERLAND, AUSTRIA",1,SWITZERLAND,1
5d1cc0603690a90017b7fde9,1,2,2. Economy & Politics,SWITZERLAND,0,NA,"SWITZERLAND, AUSTRIA",1,SWITZERLAND,1
5d1cc0603690a90017b7fde9,1,3,3. People & Culture,SWITZERLAND,0,NA,"SWITZERLAND, AUSTRIA",1,SWITZERLAND,1
5d1cc0603690a90017b7fde9,2,1,1. Geography,MONGOLIA,4,"Highest Point, Is the country landlocked?, Native Animals, Number of other countries it shares a land border with","MONGOLIA, CHINA, KIRGISTAN",1,MONGOLIA,1
5d1cc0603690a90017b7fde9,2,2,2. Economy & Politics,MONGOLIA,3,"GDP per capita in 2022, Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products","MONGOLIA, CHINA, KIRGISTAN",1,MONGOLIA,1
5d1cc0603690a90017b7fde9,2,3,3. People & Culture,MONGOLIA,1,Number of medals at the Tokyo Olympics,"MONGOLIA, CHINA, KIRGISTAN",1,MONGOLIA,1
5d1cc0603690a90017b7fde9,3,1,1. Geography,COLOMBIA,1,Highest Point,"COLOMBIA, BRAZIL, ARGENTINA, BOLIVIA",1,COLOMBIA,1
5d1cc0603690a90017b7fde9,3,2,2. Economy & Politics,COLOMBIA,2,"Does the country have a monarchy?, Most Exported Food Products","COLOMBIA, BRAZIL, ARGENTINA, BOLIVIA",1,COLOMBIA,1
5d1cc0603690a90017b7fde9,3,3,3. People & Culture,COLOMBIA,1,Number of Colours in the country's flag,"COLOMBIA, BRAZIL, ARGENTINA, BOLIVIA",1,COLOMBIA,1
5d1cc0603690a90017b7fde9,4,1,1. Geography,SOUTH KOREA,2,"Is the country landlocked?, Highest Point","SOUTH KOREA, JAPAN, CHINA, THAILAND, INDIA",1,SOUTH KOREA,1
5d1cc0603690a90017b7fde9,4,2,2. Economy & Politics,SOUTH KOREA,3,"Most Exported Food Products, Does the country have a monarchy?, Is the country a member of the OECD, NATO and/or UN?","SOUTH KOREA, JAPAN, CHINA, THAILAND, INDIA",1,SOUTH KOREA,1
5d1cc0603690a90017b7fde9,4,3,3. People & Culture,SOUTH KOREA,2,"Number of Colours in the country's flag, Number of other countries it shares a land border with","SOUTH KOREA, JAPAN, CHINA, THAILAND, INDIA",1,SOUTH KOREA,1
5d1cc0603690a90017b7fde9,5,1,1. Geography,BOTSWANA,5,"Highest Point, Number of other countries it shares a land border with, Average Rainfall in 2017 (mm per year), Area, Average Temperature (between 1991-2020)","SOUTH AFRICA, ANGOLA, CONGO, CHAD, NIGERIA, NIGER, BENIN, GHANA, KENYA",0,0,0
5d1cc0603690a90017b7fde9,5,2,2. Economy & Politics,BOTSWANA,2,"Is the country landlocked?, Most Exported Food Products","SOUTH AFRICA, ANGOLA, CONGO, CHAD, NIGERIA, NIGER, BENIN, GHANA, KENYA, BOTSWANA",1,BOTSWANA,10
5d1cc0603690a90017b7fde9,5,3,3. People & Culture,BOTSWANA,4,"Number of Colours in the country's flag, Most Prevalent Religion, Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance","SOUTH AFRICA, ANGOLA, CONGO, CHAD, NIGERIA, NIGER, BENIN, GHANA, KENYA, BOTSWANA",1,BOTSWANA,10
5d1cc0603690a90017b7fde9,6,1,1. Geography,GREECE,4,"Is the country landlocked?, Highest Point, Native Animals, Number of other countries it shares a land border with","GREECE, BULGARIA, GERMANY, FRANCE",1,GREECE,1
5d1cc0603690a90017b7fde9,6,2,2. Economy & Politics,GREECE,2,"Most Exported Food Products, Global Passport Power Rank (2022)","GREECE, BULGARIA, GERMANY, FRANCE, POLAND, FINLAND",1,GREECE,1
5d1cc0603690a90017b7fde9,6,3,3. People & Culture,GREECE,1,Unemployment Rate % (2021),"GREECE, BULGARIA, GERMANY, FRANCE, POLAND, FINLAND",1,GREECE,1
5d1e0b068777b50001f52b0e,1,1,1. Geography,BOTSWANA,1,Native Animals,"NIGERIA, KENYA, GHANA",0,0,0
5d1e0b068777b50001f52b0e,1,2,2. Economy & Politics,BOTSWANA,1,Most Exported Food Products,"NIGERIA, KENYA, GHANA",0,0,0
5d1e0b068777b50001f52b0e,1,3,3. People & Culture,BOTSWANA,2,"Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance","NIGERIA, KENYA, GHANA",0,0,0
5d1e0b068777b50001f52b0e,2,1,1. Geography,GREECE,3,"Is the country landlocked?, Number of other countries it shares a land border with, Native Animals","EGYPT, SPAIN",0,0,0
5d1e0b068777b50001f52b0e,2,2,2. Economy & Politics,GREECE,1,Most Exported Food Products,"EGYPT, SPAIN, ITALY",0,0,0
5d1e0b068777b50001f52b0e,2,3,3. People & Culture,GREECE,2,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Population Density","EGYPT, SPAIN, ITALY",0,0,0
5d1e0b068777b50001f52b0e,3,1,1. Geography,SWITZERLAND,2,"Native Animals, Is the country landlocked?","AUSTRIA, HUNGARY",0,0,0
5d1e0b068777b50001f52b0e,3,2,2. Economy & Politics,SWITZERLAND,1,Most Exported Food Products,"AUSTRIA, HUNGARY",0,0,0
5d1e0b068777b50001f52b0e,3,3,3. People & Culture,SWITZERLAND,2,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag","AUSTRIA, HUNGARY, POLAND, SWITZERLAND",1,SWITZERLAND,4
5d1e0b068777b50001f52b0e,4,1,1. Geography,COLOMBIA,2,"Native Animals, Is the country landlocked?",BOLIVIA,0,0,0
5d1e0b068777b50001f52b0e,4,2,2. Economy & Politics,COLOMBIA,1,Most Exported Food Products,BOLIVIA,0,0,0
5d1e0b068777b50001f52b0e,4,3,3. People & Culture,COLOMBIA,1,"Number of FIFA World Cups that the country's team qualified for, and their best performance",BOLIVIA,0,0,0
5d1e0b068777b50001f52b0e,5,1,1. Geography,SOUTH KOREA,2,"Is the country landlocked?, Native Animals",SIBERIA,0,0,0
5d1e0b068777b50001f52b0e,5,2,2. Economy & Politics,SOUTH KOREA,0,NA,SIBERIA,0,0,0
5d1e0b068777b50001f52b0e,5,3,3. People & Culture,SOUTH KOREA,0,NA,SIBERIA,0,0,0
5d1e0b068777b50001f52b0e,6,1,1. Geography,MONGOLIA,3,"Native Animals, Is the country landlocked?, Native Animals","NEPAL, MONGOLIA, ARMENIA",1,MONGOLIA,2
5d1e0b068777b50001f52b0e,6,2,2. Economy & Politics,MONGOLIA,1,Most Exported Food Products,"NEPAL, MONGOLIA, ARMENIA",1,MONGOLIA,2
5d1e0b068777b50001f52b0e,6,3,3. People & Culture,MONGOLIA,2,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag","NEPAL, MONGOLIA, ARMENIA",1,MONGOLIA,2
5d3067ad3c028b001782ab68,1,1,1. Geography,COLOMBIA,2,"Is the country landlocked?, Number of other countries it shares a land border with","COLOMBIA, PERU, VENEZUELA",1,COLOMBIA,1
5d3067ad3c028b001782ab68,1,2,2. Economy & Politics,COLOMBIA,2,"The Economist's Democracy Index Rating, Most Exported Food Products","COLOMBIA, PERU, VENEZUELA",1,COLOMBIA,1
5d3067ad3c028b001782ab68,1,3,3. People & Culture,COLOMBIA,1,Number of Colours in the country's flag,"COLOMBIA, PERU, VENEZUELA",1,COLOMBIA,1
5d3067ad3c028b001782ab68,2,1,1. Geography,MONGOLIA,3,"Number of other countries it shares a land border with, Native Animals, Is the country landlocked?",MONGOLIA,1,MONGOLIA,1
5d3067ad3c028b001782ab68,2,2,2. Economy & Politics,MONGOLIA,1,Most Exported Food Products,MONGOLIA,1,MONGOLIA,1
5d3067ad3c028b001782ab68,2,3,3. People & Culture,MONGOLIA,1,Number of Colours in the country's flag,MONGOLIA,1,MONGOLIA,1
5d3067ad3c028b001782ab68,3,1,1. Geography,BOTSWANA,5,"Is the country landlocked?, Number of other countries it shares a land border with, Native Animals, Average Temperature (between 1991-2020), Area","ETHIOPIA, ZAMBIA",0,0,0
5d3067ad3c028b001782ab68,3,2,2. Economy & Politics,BOTSWANA,3,"Most Exported Food Products, The Economist's Democracy Index Rating, Does the country have a monarchy?","ETHIOPIA, ZAMBIA",0,0,0
5d3067ad3c028b001782ab68,3,3,3. People & Culture,BOTSWANA,2,"Number of Colours in the country's flag, Overall population","ETHIOPIA, ZAMBIA, UGANDA",0,0,0
5d3067ad3c028b001782ab68,4,1,1. Geography,GREECE,4,"Native Animals, Number of other countries it shares a land border with, Is the country landlocked?, Highest Point","LITHUANIA, LATVIA",0,0,0
5d3067ad3c028b001782ab68,4,2,2. Economy & Politics,GREECE,6,"Is the country a member of the OECD, NATO and/or UN?, Most Exported Food Products, Native Animals, Does the country have a monarchy?, Highest Point, % area that is water","LITHUANIA, LATVIA, GREECE",1,GREECE,3
5d3067ad3c028b001782ab68,4,3,3. People & Culture,GREECE,3,"Population in the capital city, Overall population, Number of Colours in the country's flag","LITHUANIA, LATVIA, GREECE, PORTUGAL",1,GREECE,3
5d3067ad3c028b001782ab68,5,1,1. Geography,SOUTH KOREA,4,"Number of other countries it shares a land border with, Is the country landlocked?, Native Animals, Area","SOUTH KOREA, BANGLADESH",1,SOUTH KOREA,1
5d3067ad3c028b001782ab68,5,2,2. Economy & Politics,SOUTH KOREA,3,"Most Exported Food Products, The Economist's Democracy Index Rating, Does the country have a monarchy?","SOUTH KOREA, BANGLADESH",1,SOUTH KOREA,1
5d3067ad3c028b001782ab68,5,3,3. People & Culture,SOUTH KOREA,3,"Most Prevalent Religion, % of the population with internet access, Number of Colours in the country's flag","SOUTH KOREA, BANGLADESH",1,SOUTH KOREA,1
5d3067ad3c028b001782ab68,6,1,1. Geography,SWITZERLAND,4,"Is the country landlocked?, Number of other countries it shares a land border with, Native Animals, Number of other countries it shares a land border with","SLOVAKIA, CZECH REPUBLIC, HUNGARY, AUSTRIA",0,0,0
5d3067ad3c028b001782ab68,6,2,2. Economy & Politics,SWITZERLAND,2,"Most Exported Food Products, GDP per capita in 2022","SLOVAKIA, CZECH REPUBLIC, HUNGARY, AUSTRIA, SWITZERLAND",1,SWITZERLAND,5
5d3067ad3c028b001782ab68,6,3,3. People & Culture,SWITZERLAND,2,"Overall population, Number of Colours in the country's flag","SLOVAKIA, CZECH REPUBLIC, HUNGARY, AUSTRIA, SWITZERLAND",1,SWITZERLAND,5
5d6e3252dfe6d10001dbe508,1,1,1. Geography,MONGOLIA,17,"% area that is covered by forest, % area that is water, Area, Is the country landlocked?, Number of other countries it shares a land border with, Native Animals, Time Zone (UTC), Average Temperature (between 1991-2020), Average Rainfall in 2017 (mm per year), Highest Point, Area, Average Temperature (between 1991-2020), Area, Native Animals, % area that is water, % area that is covered by forest, Time Zone (UTC)",SIBERIA,0,0,0
5d6e3252dfe6d10001dbe508,1,2,2. Economy & Politics,MONGOLIA,12,"Most Exported Food Products, World Happiness Ranking, The Economist's Democracy Index Rating, Gini Index for Income Inequality, Does the country have a monarchy?, Does their government have a prime minister?, GDP per capita in 2022, Global Passport Power Rank (2022), Is the country a member of the OECD, NATO and/or UN?, Does the country have a monarchy?, Most Exported Food Products, GDP per capita in 2022","SIBERIA, MONGOLIA",1,MONGOLIA,2
5d6e3252dfe6d10001dbe508,1,3,3. People & Culture,MONGOLIA,11,"Population in the capital city, Number of medals at the Tokyo Olympics, % of the population with internet access, Most Prevalent Religion, Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, Overall population, Which side of the road do people drive on?, Population Density, Unemployment Rate % (2021), Overall population","SIBERIA, MONGOLIA, TAIWAN",1,MONGOLIA,2
5d6e3252dfe6d10001dbe508,2,1,1. Geography,GREECE,10,"Area, Native Animals, Highest Point, Number of other countries it shares a land border with, Time Zone (UTC), Is the country landlocked?, % area that is water, Average Temperature (between 1991-2020), Average Rainfall in 2017 (mm per year), % area that is covered by forest","ITALY, FRANCE",0,0,0
5d6e3252dfe6d10001dbe508,2,2,2. Economy & Politics,GREECE,9,"Does their government have a prime minister?, Does the country have a monarchy?, The Economist's Democracy Index Rating, Gini Index for Income Inequality, Is the country a member of the OECD, NATO and/or UN?, World Happiness Ranking, Most Exported Food Products, Global Passport Power Rank (2022), GDP per capita in 2022","ITALY, FRANCE, PORTUGAL",0,0,0
5d6e3252dfe6d10001dbe508,2,3,3. People & Culture,GREECE,10,"Most Prevalent Religion, % of the population with internet access, Overall population, Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance, Unemployment Rate % (2021), Population in the capital city, Population Density, Number of Colours in the country's flag, Which side of the road do people drive on?","ITALY, FRANCE, PORTUGAL",0,0,0
5d6e3252dfe6d10001dbe508,3,1,1. Geography,BOTSWANA,6,"% area that is covered by forest, Average Rainfall in 2017 (mm per year), Number of other countries it shares a land border with, Highest Point, Time Zone (UTC), Area",SOUTH AFRICA,0,0,0
5d6e3252dfe6d10001dbe508,3,2,2. Economy & Politics,BOTSWANA,7,"Most Exported Food Products, The Economist's Democracy Index Rating, GDP per capita in 2022, Global Passport Power Rank (2022), Gini Index for Income Inequality, World Happiness Ranking, Does their government have a prime minister?","SOUTH AFRICA, CONGO",0,0,0
5d6e3252dfe6d10001dbe508,3,3,3. People & Culture,BOTSWANA,10,"Population Density, Unemployment Rate % (2021), Most Prevalent Religion, Which side of the road do people drive on?, Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, Number of Colours in the country's flag, % of the population with internet access, Number of medals at the Tokyo Olympics, Number of medals at the Tokyo Olympics","SOUTH AFRICA, CONGO",0,0,0
5d6e3252dfe6d10001dbe508,4,1,1. Geography,COLOMBIA,10,"Average Temperature (between 1991-2020), Average Rainfall in 2017 (mm per year), Time Zone (UTC), Area, Native Animals, Is the country landlocked?, Highest Point, % area that is covered by forest, Number of other countries it shares a land border with, % area that is water","BRAZIL, ARGENTINA",0,0,0
5d6e3252dfe6d10001dbe508,4,2,2. Economy & Politics,COLOMBIA,9,"Does the country have a monarchy?, Does their government have a prime minister?, World Happiness Ranking, Most Exported Food Products, GDP per capita in 2022, Gini Index for Income Inequality, Is the country a member of the OECD, NATO and/or UN?, The Economist's Democracy Index Rating, Global Passport Power Rank (2022)","BRAZIL, ARGENTINA, CHILE",0,0,0
5d6e3252dfe6d10001dbe508,4,3,3. People & Culture,COLOMBIA,12,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of medals at the Tokyo Olympics, Overall population, Population Density, Most Prevalent Religion, Number of Colours in the country's flag, Population in the capital city, Which side of the road do people drive on?, % of the population with internet access, Unemployment Rate % (2021), Overall population, Number of medals at the Tokyo Olympics","BRAZIL, ARGENTINA, CHILE, COLOMBIA",1,COLOMBIA,4
5d6e3252dfe6d10001dbe508,5,1,1. Geography,SWITZERLAND,12,"% area that is covered by forest, Average Temperature (between 1991-2020), % area that is water, Average Rainfall in 2017 (mm per year), Native Animals, Time Zone (UTC), Number of other countries it shares a land border with, Highest Point, Is the country landlocked?, Area, Is the country landlocked?, Time Zone (UTC)",FINLAND,0,0,0
5d6e3252dfe6d10001dbe508,5,2,2. Economy & Politics,SWITZERLAND,10,"Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, Global Passport Power Rank (2022), Gini Index for Income Inequality, Most Exported Food Products, GDP per capita in 2022, World Happiness Ranking, Does the country have a monarchy?, The Economist's Democracy Index Rating, World Happiness Ranking","FINLAND, SWEDEN, ICELAND",0,0,0
5d6e3252dfe6d10001dbe508,5,3,3. People & Culture,SWITZERLAND,17,"Population in the capital city, Overall population, Number of medals at the Tokyo Olympics, Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Population Density, % of the population with internet access, Which side of the road do people drive on?, Number of FIFA World Cups that the country's team qualified for, and their best performance, Population Density, Number of Colours in the country's flag, Number of medals at the Tokyo Olympics, Overall population, Number of medals at the Tokyo Olympics, Number of FIFA World Cups that the country's team qualified for, and their best performance, % of the population with internet access, % of the population with internet access","FINLAND, SWEDEN, ICELAND, NORWEY",0,0,0
5d6e3252dfe6d10001dbe508,6,1,1. Geography,SOUTH KOREA,23,"Area, Is the country landlocked?, Highest Point, % area that is water, % area that is covered by forest, Time Zone (UTC), Number of other countries it shares a land border with, Average Temperature (between 1991-2020), Native Animals, Average Rainfall in 2017 (mm per year), Area, Is the country landlocked?, Highest Point, % area that is water, % area that is covered by forest, Time Zone (UTC), Area, Is the country landlocked?, Highest Point, % area that is water, % area that is covered by forest, Time Zone (UTC), % area that is covered by forest",INDONESIA,0,0,0
