participantID,trialNum,stage,stageName,trueCondition,requestedTests,likelihoodChange,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,numOfDifferentials,confidence,perceivedDifficulty,highestSeverity,highestLikelihood,likelihoods,severities,sevOfHighestLikelihood,treatmentPlan,differentials,correct,correctDiagnosisText,correctDiagnosisIdx,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
kcrvbj,3,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Social History, Allergies, Medication, Family History",1,0.62,5,2,6,6,2,2,Not Provided,CROHNS DISEASE,0,0,0,6,CROHNS DISEASE,0
kcrvbj,3,2,Physical Exmination,ULCERATIVE COLITIS,5,0,5,0,5,13,0.384615385,"Assess Respiratory Rate, Auscultate Lungs, Assess Extremities, Rectal Examination, Abdomen Examination",2,0.62,5,2,8,"6, 8","2, 2",2,Not Provided,"CROHNS DISEASE, ULCERATIVE COLITIS",1,ULCERATIVE COLITIS,2,8,ULCERATIVE COLITIS,1
kcrvbj,3,3,Testing,ULCERATIVE COLITIS,3,0,3,0,3,10,0.3,"Abdominal CT Scan, FBC, CRP and ESR",2,0.63,5,2,8,"6, 8","2, 2",2,Not Provided,"CROHNS DISEASE, ULCERATIVE COLITIS",1,ULCERATIVE COLITIS,2,8,ULCERATIVE COLITIS,1
kcrvbj,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,6,0.666666667,"Present Illness History, Medication, Past Medical History, Social History",1,0.68,6,2,7,7,2,2,Not Provided,TRANSIENT ISCHAEMIC ATTACK,0,0,0,7,TRANSIENT ISCHAEMIC ATTACK,0
kcrvbj,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,9,0,8,0,8,13,0.615384615,"Measure Blood Pressure, Neurologic Exam Record, Measure Temperature, Rectal Examination, Assess Head, Assess Extremities, Assess Respiratory Rate, Take Pulse",2,0.66,6,3,7,"7, 4","2, 3",2,Not Provided,"TRANSIENT ISCHAEMIC ATTACK, STROKE",0,0,0,7,TRANSIENT ISCHAEMIC ATTACK,0
kcrvbj,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,10,0.4,"CRP and ESR, ECG, Venous Blood Gas, FBC",3,0.6,6,3,7,"7, 4, 7","2, 3, 2",2,Not Provided,"TRANSIENT ISCHAEMIC ATTACK, STROKE, THROMBOTIC THROMBOCYTOPENIC PURPURA",1,THROMBOTIC THROMBOCYTOPENIC PURPURA,3,7,"TRANSIENT ISCHAEMIC ATTACK, THROMBOTIC THROMBOCYTOPENIC PURPURA",1
kcrvbj,5,1,Patient History,MILIARY TB,4,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Medication, Family History",1,0.63,4,3,5,5,3,3,Not Provided,NEUTROPENIC SEPSIS,0,0,0,5,NEUTROPENIC SEPSIS,0
kcrvbj,5,2,Physical Exmination,MILIARY TB,7,0,7,0,7,13,0.538461538,"Measure Temperature, Rectal Examination, NeckThroat Examination, Assess Head, Assess Eyes, Assess Extremities, Neurologic Exam Record",2,0.6,4,3,6,"5, 6","3, 1",1,Not Provided,"NEUTROPENIC SEPSIS, IDIOPATHIC THROMBOCYTOPENIC PURPURA",0,0,0,6,IDIOPATHIC THROMBOCYTOPENIC PURPURA,0
kcrvbj,5,3,Testing,MILIARY TB,3,0,3,0,3,10,0.3,"Clotting Test, FBC, Venous Blood Gas",3,0.6,4,3,8,"5, 6, 8","3, 1, 2",2,Not Provided,"NEUTROPENIC SEPSIS, IDIOPATHIC THROMBOCYTOPENIC PURPURA, THROMBOTIC THROMBOCYTOPENIC PURPURA",0,0,0,8,THROMBOTIC THROMBOCYTOPENIC PURPURA,0
kcrvbj,6,1,Patient History,GUILLAINBARRE SYNDROME,5,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Social History, Family History",1,0.6,6,1,6,6,1,1,Not Provided,TIA,0,0,0,6,TIA,0
kcrvbj,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,2,0,2,0,2,13,0.153846154,"Assess Extremities, Neurologic Exam Record",2,0.42,6,1,8,"6, 8","1, 1",1,Not Provided,"TIA, GBS",1,GBS,2,8,GBS,1
kcrvbj,6,3,Testing,GUILLAINBARRE SYNDROME,3,0,3,0,3,10,0.3,"CRP and ESR, Other Biochemistry Tests, UREA and Electrolytes",3,0.45,6,2,8,"6, 8, 7","1, 1, 2",1,Not Provided,"TIA, GBS, LOWER MOTOR NEURONE DISEASE",1,GBS,2,8,GBS,1
khr382,1,1,Patient History,MILIARY TB,6,0,6,0,6,6,1,"Present Illness History, Medication, Family History, Past Medical History, Social History, Allergies",2,0.54,4,2,8,"5, 8","1, 2",2,Not Provided,"RICHTER TRANSFORMATION TO NONHODGKINS, ATYPICAL PNEUMONIA",1,RICHTER TRANSFORMATION TO NONHODGKINS,1,8,ATYPICAL PNEUMONIA,0
khr382,1,2,Physical Exmination,MILIARY TB,7,0,7,0,7,13,0.538461538,"Rectal Examination, Measure Temperature, Assess Respiratory Rate, Auscultate Lungs, Assess Extremities, Auscultate the Heart, NeckThroat Examination",2,0.68,4,2,9,"5, 9","1, 2",2,Not Provided,"RICHTER TRANSFORMATION TO NONHODGKINS, ATYPICAL PNEUMONIA",1,RICHTER TRANSFORMATION TO NONHODGKINS,1,9,ATYPICAL PNEUMONIA,0
khr382,1,3,Testing,MILIARY TB,4,0,4,0,4,10,0.4,"Chest XRay, UREA and Electrolytes, Venous Blood Gas, FBC",4,0.6,4,2,9,"5, 9, 9, 7","1, 2, 2, 2",2,Not Provided,"RICHTER TRANSFORMATION TO NONHODGKINS, ATYPICAL PNEUMONIA, HYPONATRAEMIA, LUNG MALIGNANCY",1,RICHTER TRANSFORMATION TO NONHODGKINS,1,9,"ATYPICAL PNEUMONIA, HYPONATRAEMIA",0
khr382,2,1,Patient History,AORTIC DISSECTION,6,0,6,0,6,6,1,"Allergies, Medication, Past Medical History, Family History, Social History, Present Illness History",3,0.62,3,2,8,"8, 8, 3","2, 2, 1",2,Not Provided,"HEART FAILURE, ACUTE PULMONARY OEDEMA, PE",1,PE,3,8,"HEART FAILURE, ACUTE PULMONARY OEDEMA",0
khr382,2,2,Physical Exmination,AORTIC DISSECTION,3,0,3,0,3,13,0.230769231,"NeckThroat Examination, Auscultate the Heart, Auscultate Lungs",3,0.79,3,2,9,"9, 9, 3","2, 2, 1",2,Not Provided,"HEART FAILURE, ACUTE PULMONARY OEDEMA, PE",1,PE,3,9,"HEART FAILURE, ACUTE PULMONARY OEDEMA",0
khr382,2,3,Testing,AORTIC DISSECTION,1,0,1,0,1,10,0.1,Chest XRay,3,0.82,3,2,10,"10, 10, 3","2, 2, 1",2,"IV Furosemide
Correct hyponatraemia with 0.9% NaCl
Oxygen and sit upright
Cardiologist review","HEART FAILURE, ACUTE PULMONARY OEDEMA, PE",1,PE,3,10,"HEART FAILURE, ACUTE PULMONARY OEDEMA",0
khr382,3,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Social History, Past Medical History, Allergies, Family History, Present Illness History, Medication",3,0.62,3,2,9,"9, 8, 6","2, 2, 2",2,Not Provided,"DIVERTICULITIS, ULCERATIVE COLITIS, PERFORATED DUODENAL ULCER",1,ULCERATIVE COLITIS,2,9,DIVERTICULITIS,1
khr382,3,2,Physical Exmination,ULCERATIVE COLITIS,3,0,3,0,3,13,0.230769231,"Measure Blood Pressure, Rectal Examination, Abdomen Examination",3,0.95,3,2,10,"10, 8, 6","2, 2, 2",2,Not Provided,"DIVERTICULITIS, ULCERATIVE COLITIS, PERFORATED DUODENAL ULCER",1,ULCERATIVE COLITIS,2,10,DIVERTICULITIS,1
khr382,3,3,Testing,ULCERATIVE COLITIS,1,0,1,0,1,10,0.1,Abdominal CT Scan,3,1,3,2,10,"10, 8, 6","2, 2, 2",2,"Gastro review
Fluid resuscitation
?Blood products
Nil by mouth","DIVERTICULITIS, ULCERATIVE COLITIS, PERFORATED DUODENAL ULCER",1,ULCERATIVE COLITIS,2,10,DIVERTICULITIS,1
khr382,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Medication, Social History, Present Illness History, Past Medical History, Allergies, Family History",3,0.61,5,3,8,"5, 8, 7","3, 3, 2",3,Not Provided,"HAEMORRHAGE STROKE, ISCHAEMIC STROKE, DRUG INDUCED VASOSPASMS",0,0,0,8,ISCHAEMIC STROKE,0
khr382,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,3,0,3,0,3,13,0.230769231,"Neurologic Exam Record, Assess Head, Measure Blood Pressure",3,0.67,5,3,9,"6, 9, 7","3, 3, 2",3,Not Provided,"HAEMORRHAGE STROKE, ISCHAEMIC STROKE, DRUG INDUCED VASOSPASMS",0,0,0,9,ISCHAEMIC STROKE,0
khr382,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,1,0,1,0,1,10,0.1,Other Biochemistry Tests,3,0.7,5,3,9,"6, 9, 7","3, 3, 2",3,"Urgent CT head
300mg aspirin
neuro review
BP optimisation ","HAEMORRHAGE STROKE, ISCHAEMIC STROKE, DRUG INDUCED VASOSPASMS",0,0,0,9,ISCHAEMIC STROKE,0
khr382,5,1,Patient History,GUILLAINBARRE SYNDROME,7,0,6,0,6,6,1,"Allergies, Present Illness History, Past Medical History, Social History, Family History, Medication",5,0.63,5,3,8,"6, 8, 6, 6, 8","3, 2, 3, 3, 3",2,Not Provided,"CAUDA EQUINA SPINAL CORD COMPRESSION, ELECTROLYE DISTURBANCES, HYPOGLYCAEMIA, UROSEPSIS, STROKE",1,CAUDA EQUINA SPINAL CORD COMPRESSION,1,8,"ELECTROLYE DISTURBANCES, STROKE",0
khr382,5,2,Physical Exmination,GUILLAINBARRE SYNDROME,4,0,4,0,4,13,0.307692308,"Measure Blood Pressure, Assess Extremities, Assess Head, Neurologic Exam Record",5,0.75,5,3,10,"6, 8, 6, 6, 10","3, 2, 3, 3, 3",3,Not Provided,"CAUDA EQUINA SPINAL CORD COMPRESSION, ELECTROLYE DISTURBANCES, HYPOGLYCAEMIA, UROSEPSIS, STROKE",1,CAUDA EQUINA SPINAL CORD COMPRESSION,1,10,STROKE,0
khr382,5,3,Testing,GUILLAINBARRE SYNDROME,2,0,2,0,2,10,0.2,"ECG, UREA and Electrolytes",5,0.76,5,3,10,"6, 8, 6, 6, 10","3, 2, 3, 3, 3",3,"urgent head ct
300mg aspirin
bp maintenance","CAUDA EQUINA SPINAL CORD COMPRESSION, ELECTROLYE DISTURBANCES, HYPOGLYCAEMIA, UROSEPSIS, STROKE",1,CAUDA EQUINA SPINAL CORD COMPRESSION,1,10,STROKE,0
khr382,6,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Allergies, Medication, Family History, Social History, Past Medical History, Present Illness History",3,0.5,5,3,8,"8, 7, 6","3, 1, 2",3,Not Provided,"SEPSIS INFECTED ULCERS, PMR, PNEUMONIA",0,0,0,8,SEPSIS INFECTED ULCERS,0
khr382,6,2,Physical Exmination,TEMPORAL ARTERITIS,6,0,6,0,6,13,0.461538462,"Measure Temperature, Assess Extremities, Auscultate Lungs, Auscultate the Heart, Abdomen Examination, Rectal Examination",3,0.63,5,3,9,"8, 9, 6","3, 1, 2",1,Not Provided,"SEPSIS INFECTED ULCERS, PMR, PNEUMONIA",0,0,0,9,PMR,0
khr382,6,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"CRP and ESR, Abdominal CT Scan",3,0.61,5,3,10,"8, 10, 6","3, 1, 2",1,Not Provided,"SEPSIS INFECTED ULCERS, PMR, PNEUMONIA",0,0,0,10,PMR,0
kqzd96,1,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Social History, Family History, Allergies",3,0.53,4,2,9,"7, 9, 4","2, 1, 2",1,Not Provided,"GASTRIC ULCER BLEED, VIRAL ILLNESS, SEPTIC ARTHRITIS",0,0,0,9,VIRAL ILLNESS,0
kqzd96,1,2,Physical Exmination,TEMPORAL ARTERITIS,16,0,14,1,13,13,1,"Auscultate Lungs, NeckThroat Examination, Take Pulse, Auscultate the Heart, Assess Eyes, Measure Blood Pressure, Measure Temperature, Abdomen Examination, Assess Extremities, Assess Respiratory Rate, Neurologic Exam Record, Assess Head, Rectal Examination, Present Illness History",10,0.78,4,2,10,"7, 9, 4, 5, 4, 3, 4, 7, 2, 10","2, 1, 2, 2, 1, 1, 2, 2, 1, 2",2,Not Provided,"GASTRIC ULCER BLEED, VIRAL ILLNESS, SEPTIC ARTHRITIS, MENINGITIS, POLMYALGIA RHEUMATICA, GOUT, POLMYOSITIS, SARCOIDOSIS, MUSCULAR DYSTROPHY, GIANT CELL ARTERITIS",1,GIANT CELL ARTERITIS,10,10,GIANT CELL ARTERITIS,1
kqzd96,1,3,Testing,TEMPORAL ARTERITIS,1,0,1,0,1,10,0.1,CRP and ESR,10,0.75,4,2,10,"7, 9, 4, 5, 4, 3, 4, 7, 2, 10","2, 1, 2, 2, 1, 1, 2, 2, 1, 2",2,"Admit
Transfuse 
High dose steroids  High dose IV PPI 
Temporal artery biopsy 
Rheumatology review ","GASTRIC ULCER BLEED, VIRAL ILLNESS, SEPTIC ARTHRITIS, MENINGITIS, POLMYALGIA RHEUMATICA, GOUT, POLMYOSITIS, SARCOIDOSIS, MUSCULAR DYSTROPHY, GIANT CELL ARTERITIS",1,GIANT CELL ARTERITIS,10,10,GIANT CELL ARTERITIS,1
kqzd96,2,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Social History, Family History, Medication, Allergies",3,0.56,3,2,7,"7, 2, 6","2, 1, 2",2,Not Provided,"GUILLIAN BARRE SYNDROME, MULTIPLE SCLEROSIS, POLIOMYELITIS",1,GUILLIAN BARRE SYNDROME,1,7,GUILLIAN BARRE SYNDROME,1
kqzd96,2,2,Physical Exmination,GUILLAINBARRE SYNDROME,6,0,6,0,6,13,0.461538462,"Neurologic Exam Record, Assess Extremities, Take Pulse, Assess Eyes, Measure Temperature, NeckThroat Examination",3,0.74,3,2,7,"7, 2, 6","2, 1, 2",2,Not Provided,"GUILLIAN BARRE SYNDROME, MULTIPLE SCLEROSIS, POLIOMYELITIS",1,GUILLIAN BARRE SYNDROME,1,7,GUILLIAN BARRE SYNDROME,1
kqzd96,2,3,Testing,GUILLAINBARRE SYNDROME,6,0,6,0,6,10,0.6,"CRP and ESR, Urine Dipstick, ECG, Venous Blood Gas, Abdominal CT Scan, FBC",3,0.69,3,2,7,"7, 2, 6","2, 1, 2",2,"Admit
IVIG 
plasmapharesis ","GUILLIAN BARRE SYNDROME, MULTIPLE SCLEROSIS, POLIOMYELITIS",1,GUILLIAN BARRE SYNDROME,1,7,GUILLIAN BARRE SYNDROME,1
kqzd96,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Social History, Family History, Allergies",4,0.59,9,2,8,"4, 8, 2, 7","2, 2, 2, 2",2,Not Provided,"STROKE, SEIZURE, CEREBRAL METASTASES, MENINGITIS",1,MENINGITIS,3,8,SEIZURE,0
kqzd96,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,10,0,10,1,9,13,0.692307692,"Assess Extremities, Measure Temperature, Neurologic Exam Record, Allergies, Assess Eyes, Assess Head, Take Pulse, Abdomen Examination, Auscultate the Heart, Auscultate Lungs",6,0.72,9,2,8,"4, 8, 2, 7, 7, 6","2, 2, 2, 2, 2, 2",2,Not Provided,"STROKE, SEIZURE, CEREBRAL METASTASES, MENINGITIS, INFECTIVE ENDOCARDITIS, THROMBUS",1,MENINGITIS,3,8,SEIZURE,0
kqzd96,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,9,0,9,0,9,10,0.9,"CRP and ESR, ECG, FBC, UREA and Electrolytes, Abdominal CT Scan, Other Biochemistry Tests, Urine Dipstick, Chest XRay, Clotting Test",9,0.66,9,2,8,"4, 8, 2, 7, 7, 6, 6, 3, 6","2, 2, 2, 2, 2, 2, 0, 0, 0",2,Not Provided,"STROKE, SEIZURE, CEREBRAL METASTASES, MENINGITIS, INFECTIVE ENDOCARDITIS, THROMBUS, DELIRIUM, ALCOHOL WITHDRAWAL, UTI",1,MENINGITIS,3,8,SEIZURE,0
kqzd96,4,1,Patient History,ULCERATIVE COLITIS,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",3,0.68,2,2,8,"8, 4, 7","2, 1, 2",2,Not Provided,"DIVERTICULITIS, IBD, BOWEL CANCER",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
kqzd96,4,2,Physical Exmination,ULCERATIVE COLITIS,5,0,5,0,5,13,0.384615385,"Abdomen Examination, Measure Temperature, Measure Blood Pressure, Rectal Examination, Take Pulse",3,0.69,2,2,8,"8, 4, 7","2, 1, 2",2,Not Provided,"DIVERTICULITIS, IBD, BOWEL CANCER",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
kqzd96,4,3,Testing,ULCERATIVE COLITIS,2,0,2,0,2,10,0.2,"Abdominal CT Scan, FBC",3,0.74,2,2,8,"8, 4, 7","2, 1, 2",2,"Admit 
IV antibiotics 
Possibly steroids if not settling despite antibiotics 
Might require IP colonoscopysigmoidoscopy if still does not resolve ","DIVERTICULITIS, IBD, BOWEL CANCER",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
kqzd96,5,1,Patient History,AORTIC DISSECTION,5,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",1,0.86,4,1,8,8,1,1,Not Provided,CCF,0,0,0,8,CCF,0
kqzd96,5,2,Physical Exmination,AORTIC DISSECTION,5,0,5,0,5,13,0.384615385,"Auscultate the Heart, Take Pulse, Measure Blood Pressure, Assess Extremities, Assess Eyes",2,0.66,4,2,8,"8, 6","1, 2",1,Not Provided,"CCF, COARCTATION OF AORTA",1,COARCTATION OF AORTA,2,8,CCF,0
kqzd96,5,3,Testing,AORTIC DISSECTION,2,0,2,0,2,10,0.2,"ECG, Chest XRay",2,0.71,4,2,8,"8, 6","1, 2",1,"Cardio review
diuresis 
daily weight 
daily UEs whilst on diuresis 
BP control 
beta blockers (as long as not asthmtic)  
no ACEi","CCF, COARCTATION OF AORTA",1,COARCTATION OF AORTA,2,8,CCF,0
kqzd96,6,1,Patient History,MILIARY TB,1,0,1,0,1,6,0.166666667,Present Illness History,1,0.8,2,2,9,9,2,2,"Admit 
CTCAP 
axillary node biopsy 
oncology team review 
sputum MCS for TB , bloods for HIV ",CANCER,0,0,0,9,CANCER,0
kqzd96,6,2,Physical Exmination,MILIARY TB,1,0,1,0,1,13,0.076923077,NeckThroat Examination,1,0.73,2,2,9,9,2,2,"Admit
CTCAP 
axillary node biopsy 
oncology team review 
monitor for neutropenianeutropenic sepsis 

",CANCER,0,0,0,9,CANCER,0
kqzd96,6,3,Testing,MILIARY TB,2,0,2,0,2,10,0.2,"Chest XRay, Abdominal CT Scan",1,0.83,2,2,9,9,2,2,"Admit
CTCAP 
axillary node biopsy 
oncology team review 
monitor for neutropenianeutropenic sepsis 
ascitic tap, pleural drain if required ",CANCER,0,0,0,9,CANCER,0
ky6qgf,1,1,Patient History,MILIARY TB,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Social History, Family History",4,0.3,5,3,9,"9, 7, 4, 3","3, 1, 1, 2",3,Not Provided,"NEUTROPAENIC SEPSIS, URINARY TRACT INFECTION, URTI, MALIGNANCY ?SOURCE",0,0,0,9,NEUTROPAENIC SEPSIS,0
ky6qgf,1,2,Physical Exmination,MILIARY TB,13,0,13,0,13,13,1,"Take Pulse, Assess Head, Auscultate Lungs, Rectal Examination, Assess Eyes, Auscultate the Heart, Measure Blood Pressure, Assess Extremities, Neurologic Exam Record, Measure Temperature, Assess Respiratory Rate, NeckThroat Examination, Abdomen Examination",6,0.62,5,3,9,"9, 7, 4, 3, 1, 9","3, 1, 1, 2, 0, 2",3,Not Provided,"NEUTROPAENIC SEPSIS, URINARY TRACT INFECTION, URTI, MALIGNANCY ?SOURCE, INCARCERATED HERNIA, PNEUMONIA",0,0,0,9,"NEUTROPAENIC SEPSIS, PNEUMONIA",0
ky6qgf,1,3,Testing,MILIARY TB,3,0,3,0,3,10,0.3,"FBC, CRP and ESR, Chest XRay",7,1,5,3,10,"9, 7, 4, 3, 1, 9, 10","3, 1, 1, 2, 0, 2, 2",2,"Thoracocentesis, microscopy  culture, sputum culture, IV antibiotics","NEUTROPAENIC SEPSIS, URINARY TRACT INFECTION, URTI, MALIGNANCY ?SOURCE, INCARCERATED HERNIA, PNEUMONIA, PARAPNEUMONIC PLEURAL EFFUSION",0,0,0,10,PARAPNEUMONIC PLEURAL EFFUSION,0
ky6qgf,2,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Family History, Social History, Allergies",2,0.16,8,3,8,"8, 6","3, 3",3,Not Provided,"GUILLIANBARRE SYNDROME, CAUDA EQUINA SYNDROME",1,GUILLIANBARRE SYNDROME,1,8,GUILLIANBARRE SYNDROME,1
ky6qgf,2,2,Physical Exmination,GUILLAINBARRE SYNDROME,13,0,13,0,13,13,1,"Assess Extremities, Auscultate Lungs, Take Pulse, NeckThroat Examination, Assess Respiratory Rate, Assess Head, Rectal Examination, Assess Eyes, Abdomen Examination, Measure Temperature, Neurologic Exam Record, Auscultate the Heart, Measure Blood Pressure",2,0.66,8,3,8,"8, 6","3, 3",3,Not Provided,"GUILLIANBARRE SYNDROME, CAUDA EQUINA SYNDROME",1,GUILLIANBARRE SYNDROME,1,8,GUILLIANBARRE SYNDROME,1
ky6qgf,2,3,Testing,GUILLAINBARRE SYNDROME,3,0,3,0,3,10,0.3,"FBC, CRP and ESR, Abdominal CT Scan",2,0.59,8,3,8,"8, 6","3, 3",3,Not Provided,"GUILLIANBARRE SYNDROME, CAUDA EQUINA SYNDROME",1,GUILLIANBARRE SYNDROME,1,8,GUILLIANBARRE SYNDROME,1
ky6qgf,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Social History, Family History",2,0.31,9,3,8,"3, 8","3, 3",3,Not Provided,"ISCHAEMIC STROKE, ENCAPHELITIS",0,0,0,8,ENCAPHELITIS,0
ky6qgf,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,12,0,12,0,12,13,0.923076923,"Measure Blood Pressure, Auscultate Lungs, Assess Extremities, NeckThroat Examination, Assess Eyes, Abdomen Examination, Neurologic Exam Record, Take Pulse, Assess Head, Auscultate the Heart, Assess Respiratory Rate, Measure Temperature",5,0.44,9,3,8,"3, 8, 3, 5, 5","3, 3, 3, 0, 3",3,Not Provided,"ISCHAEMIC STROKE, ENCAPHELITIS, VERTRABRAL ARTERY DISSECTION, HEMIPLEGIC MIGRAINE, SUBDURAL HAEMORRHAGE",0,0,0,8,ENCAPHELITIS,0
ky6qgf,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,10,0.4,"ECG, Venous Blood Gas, FBC, CRP and ESR",6,0.76,9,3,10,"3, 8, 3, 5, 5, 10","3, 3, 3, 0, 3, 2",2,Not Provided,"ISCHAEMIC STROKE, ENCAPHELITIS, VERTRABRAL ARTERY DISSECTION, HEMIPLEGIC MIGRAINE, SUBDURAL HAEMORRHAGE, MALIGNANT SPACE OCCUPYING LESION",0,0,0,10,MALIGNANT SPACE OCCUPYING LESION,0
ky6qgf,4,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Social History, Allergies, Family History",2,0.66,2,2,9,"9, 4","2, 2",2,Not Provided,"DIVERTICULITIS, BOWEL CANCER",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
ky6qgf,4,2,Physical Exmination,ULCERATIVE COLITIS,11,0,11,0,11,13,0.846153846,"Auscultate the Heart, Assess Respiratory Rate, Measure Temperature, Assess Extremities, Assess Eyes, NeckThroat Examination, Auscultate Lungs, Abdomen Examination, Take Pulse, Rectal Examination, Measure Blood Pressure",2,0.85,2,2,9,"9, 4","2, 2",2,Not Provided,"DIVERTICULITIS, BOWEL CANCER",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
ky6qgf,4,3,Testing,ULCERATIVE COLITIS,3,0,3,0,3,10,0.3,"Abdominal CT Scan, CRP and ESR, FBC",2,0.95,2,2,9,"9, 4","2, 2",2,"IV antibiotics and fluid, low residue diet","DIVERTICULITIS, BOWEL CANCER",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
ky6qgf,5,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Social History, Family History",1,0.34,3,1,8,8,1,1,Not Provided,POLYMYALGIA RHEUMATICA,1,POLYMYALGIA RHEUMATICA,1,8,POLYMYALGIA RHEUMATICA,1
ky6qgf,5,2,Physical Exmination,TEMPORAL ARTERITIS,12,0,12,0,12,13,0.923076923,"Neurologic Exam Record, Measure Blood Pressure, Auscultate the Heart, Take Pulse, NeckThroat Examination, Assess Eyes, Auscultate Lungs, Assess Extremities, Measure Temperature, Rectal Examination, Assess Respiratory Rate, Abdomen Examination",1,0.77,3,1,8,8,1,1,High dose oral steroids,POLYMYALGIA RHEUMATICA,1,POLYMYALGIA RHEUMATICA,1,8,POLYMYALGIA RHEUMATICA,1
ky6qgf,5,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"FBC, CRP and ESR",1,0.84,3,1,8,8,1,1,High dose oral steroids,POLYMYALGIA RHEUMATICA,1,POLYMYALGIA RHEUMATICA,1,8,POLYMYALGIA RHEUMATICA,1
ky6qgf,6,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Social History, Family History",3,0.5,5,2,7,"6, 4, 7","1, 1, 2",2,Not Provided,"PNEUMONIA, ANGINA, LUNG CANCER",0,0,0,7,LUNG CANCER,0
ky6qgf,6,2,Physical Exmination,AORTIC DISSECTION,17,0,13,0,13,13,1,"Abdomen Examination, Auscultate Lungs, Measure Temperature, Assess Respiratory Rate, Assess Eyes, Auscultate the Heart, Measure Blood Pressure, Take Pulse, Neurologic Exam Record, Assess Head, Rectal Examination, NeckThroat Examination, Assess Extremities",5,0.68,5,3,8,"6, 4, 7, 8, 4","1, 1, 2, 3, 1",3,Not Provided,"PNEUMONIA, ANGINA, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,AORTIC DISSECTION,4,8,AORTIC DISSECTION,1
ky6qgf,6,3,Testing,AORTIC DISSECTION,2,0,2,0,2,10,0.2,"Chest XRay, FBC",5,0.8,5,3,8,"6, 4, 7, 8, 4","1, 1, 2, 3, 1",3,"Echocardiogram, IV furosemide","PNEUMONIA, ANGINA, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,AORTIC DISSECTION,4,8,AORTIC DISSECTION,1
l68fkg,1,1,Patient History,MILIARY TB,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Family History, Social History, Medication, Allergies",2,0.24,6,2,6,"6, 4","2, 2",2,Not Provided,"CANCER (LYMPHOMA?), INFECTION",1,CANCER (LYMPHOMA?),1,6,CANCER (LYMPHOMA?),1
