participantID,trialNum,stage,stageName,trueCondition,differentials,correct,correctDiagnosisText,correctDiagnosisIdx,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
k9qylx,3,1,Patient History,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, OSTEOARTHRITIS",0,0,0,7,"RHEUMATOID ARTHRITIS, OSTEOARTHRITIS",1
k9qylx,3,2,Physical Exmination,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, OSTEOARTHRITIS, TEMPORAL ARTERITIS",1,TEMPORAL ARTERITIS,3,8,TEMPORAL ARTERITIS,1
k9qylx,3,3,Testing,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, OSTEOARTHRITIS, TEMPORAL ARTERITIS, POLYMYALGIA RHEUMATICA",1,TEMPORAL ARTERITIS,3,9,POLYMYALGIA RHEUMATICA,1
k9qylx,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,POSTERIOR STROKE,0,0,0,9,POSTERIOR STROKE,0
k9qylx,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"POSTERIOR STROKE, STROKE SECONDARY TO EMBOLI FROM INFECTION",0,0,0,10,STROKE SECONDARY TO EMBOLI FROM INFECTION,0
k9qylx,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"POSTERIOR STROKE, STROKE SECONDARY TO EMBOLI FROM INFECTION",0,0,0,10,STROKE SECONDARY TO EMBOLI FROM INFECTION,0
k9qylx,5,1,Patient History,MILIARY TB,METASTATIC CANCER,0,0,0,8,METASTATIC CANCER,0
k9qylx,5,2,Physical Exmination,MILIARY TB,"METASTATIC CANCER, NEUTROPENIC SEPSIS, PNEUMONIA",0,0,0,9,PNEUMONIA,0
k9qylx,5,3,Testing,MILIARY TB,"METASTATIC CANCER, NEUTROPENIC SEPSIS, PNEUMONIA",0,0,0,9,PNEUMONIA,0
k9qylx,6,1,Patient History,ULCERATIVE COLITIS,FLARE OF DIVERTICULITIS,1,FLARE OF DIVERTICULITIS,1,9,FLARE OF DIVERTICULITIS,1
k9qylx,6,2,Physical Exmination,ULCERATIVE COLITIS,FLARE OF DIVERTICULITIS,1,FLARE OF DIVERTICULITIS,1,9,FLARE OF DIVERTICULITIS,1
k9qylx,6,3,Testing,ULCERATIVE COLITIS,FLARE OF DIVERTICULITIS,1,FLARE OF DIVERTICULITIS,1,9,FLARE OF DIVERTICULITIS,1
kcrvbj,1,1,Patient History,AORTIC DISSECTION,PNEUMONIA,0,0,0,5,PNEUMONIA,0
kcrvbj,1,2,Physical Exmination,AORTIC DISSECTION,"PNEUMONIA, TUBERCULOSIS",0,0,0,7,TUBERCULOSIS,0
kcrvbj,1,3,Testing,AORTIC DISSECTION,"PNEUMONIA, TUBERCULOSIS, LUNG CANCER",0,0,0,7,TUBERCULOSIS,0
kcrvbj,2,1,Patient History,TEMPORAL ARTERITIS,GIANT CELL ARTERITIS,1,GIANT CELL ARTERITIS,1,7,GIANT CELL ARTERITIS,1
kcrvbj,2,2,Physical Exmination,TEMPORAL ARTERITIS,"GIANT CELL ARTERITIS, PMR",1,GIANT CELL ARTERITIS,1,7,GIANT CELL ARTERITIS,1
kcrvbj,2,3,Testing,TEMPORAL ARTERITIS,"GIANT CELL ARTERITIS, PMR",1,GIANT CELL ARTERITIS,1,7,GIANT CELL ARTERITIS,1
kcrvbj,3,1,Patient History,ULCERATIVE COLITIS,CROHNS DISEASE,0,0,0,6,CROHNS DISEASE,0
kcrvbj,3,2,Physical Exmination,ULCERATIVE COLITIS,"CROHNS DISEASE, ULCERATIVE COLITIS",1,ULCERATIVE COLITIS,2,8,ULCERATIVE COLITIS,1
kcrvbj,3,3,Testing,ULCERATIVE COLITIS,"CROHNS DISEASE, ULCERATIVE COLITIS",1,ULCERATIVE COLITIS,2,8,ULCERATIVE COLITIS,1
kcrvbj,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,TRANSIENT ISCHAEMIC ATTACK,0,0,0,7,TRANSIENT ISCHAEMIC ATTACK,0
kcrvbj,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TRANSIENT ISCHAEMIC ATTACK, STROKE",0,0,0,7,TRANSIENT ISCHAEMIC ATTACK,0
kcrvbj,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"TRANSIENT ISCHAEMIC ATTACK, STROKE, THROMBOTIC THROMBOCYTOPENIC PURPURA",1,THROMBOTIC THROMBOCYTOPENIC PURPURA,3,7,"TRANSIENT ISCHAEMIC ATTACK, THROMBOTIC THROMBOCYTOPENIC PURPURA",1
kcrvbj,5,1,Patient History,MILIARY TB,NEUTROPENIC SEPSIS,0,0,0,5,NEUTROPENIC SEPSIS,0
kcrvbj,5,2,Physical Exmination,MILIARY TB,"NEUTROPENIC SEPSIS, IDIOPATHIC THROMBOCYTOPENIC PURPURA",0,0,0,6,IDIOPATHIC THROMBOCYTOPENIC PURPURA,0
kcrvbj,5,3,Testing,MILIARY TB,"NEUTROPENIC SEPSIS, IDIOPATHIC THROMBOCYTOPENIC PURPURA, THROMBOTIC THROMBOCYTOPENIC PURPURA",0,0,0,8,THROMBOTIC THROMBOCYTOPENIC PURPURA,0
kcrvbj,6,1,Patient History,GUILLAINBARRE SYNDROME,TIA,0,0,0,6,TIA,0
kcrvbj,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,"TIA, GBS",1,GBS,2,8,GBS,1
kcrvbj,6,3,Testing,GUILLAINBARRE SYNDROME,"TIA, GBS, LOWER MOTOR NEURONE DISEASE",1,GBS,2,8,GBS,1
khr382,1,1,Patient History,MILIARY TB,"RICHTER TRANSFORMATION TO NONHODGKINS, ATYPICAL PNEUMONIA",1,RICHTER TRANSFORMATION TO NONHODGKINS,1,8,ATYPICAL PNEUMONIA,0
khr382,1,2,Physical Exmination,MILIARY TB,"RICHTER TRANSFORMATION TO NONHODGKINS, ATYPICAL PNEUMONIA",1,RICHTER TRANSFORMATION TO NONHODGKINS,1,9,ATYPICAL PNEUMONIA,0
khr382,1,3,Testing,MILIARY TB,"RICHTER TRANSFORMATION TO NONHODGKINS, ATYPICAL PNEUMONIA, HYPONATRAEMIA, LUNG MALIGNANCY",1,RICHTER TRANSFORMATION TO NONHODGKINS,1,9,"ATYPICAL PNEUMONIA, HYPONATRAEMIA",0
khr382,2,1,Patient History,AORTIC DISSECTION,"HEART FAILURE, ACUTE PULMONARY OEDEMA, PE",1,PE,3,8,"HEART FAILURE, ACUTE PULMONARY OEDEMA",0
khr382,2,2,Physical Exmination,AORTIC DISSECTION,"HEART FAILURE, ACUTE PULMONARY OEDEMA, PE",1,PE,3,9,"HEART FAILURE, ACUTE PULMONARY OEDEMA",0
khr382,2,3,Testing,AORTIC DISSECTION,"HEART FAILURE, ACUTE PULMONARY OEDEMA, PE",1,PE,3,10,"HEART FAILURE, ACUTE PULMONARY OEDEMA",0
khr382,3,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, ULCERATIVE COLITIS, PERFORATED DUODENAL ULCER",1,ULCERATIVE COLITIS,2,9,DIVERTICULITIS,1
khr382,3,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, ULCERATIVE COLITIS, PERFORATED DUODENAL ULCER",1,ULCERATIVE COLITIS,2,10,DIVERTICULITIS,1
khr382,3,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, ULCERATIVE COLITIS, PERFORATED DUODENAL ULCER",1,ULCERATIVE COLITIS,2,10,DIVERTICULITIS,1
khr382,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"HAEMORRHAGE STROKE, ISCHAEMIC STROKE, DRUG INDUCED VASOSPASMS",0,0,0,8,ISCHAEMIC STROKE,0
khr382,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"HAEMORRHAGE STROKE, ISCHAEMIC STROKE, DRUG INDUCED VASOSPASMS",0,0,0,9,ISCHAEMIC STROKE,0
khr382,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"HAEMORRHAGE STROKE, ISCHAEMIC STROKE, DRUG INDUCED VASOSPASMS",0,0,0,9,ISCHAEMIC STROKE,0
khr382,5,1,Patient History,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SPINAL CORD COMPRESSION, ELECTROLYE DISTURBANCES, HYPOGLYCAEMIA, UROSEPSIS, STROKE",1,CAUDA EQUINA SPINAL CORD COMPRESSION,1,8,"ELECTROLYE DISTURBANCES, STROKE",0
khr382,5,2,Physical Exmination,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SPINAL CORD COMPRESSION, ELECTROLYE DISTURBANCES, HYPOGLYCAEMIA, UROSEPSIS, STROKE",1,CAUDA EQUINA SPINAL CORD COMPRESSION,1,10,STROKE,0
khr382,5,3,Testing,GUILLAINBARRE SYNDROME,"CAUDA EQUINA SPINAL CORD COMPRESSION, ELECTROLYE DISTURBANCES, HYPOGLYCAEMIA, UROSEPSIS, STROKE",1,CAUDA EQUINA SPINAL CORD COMPRESSION,1,10,STROKE,0
khr382,6,1,Patient History,TEMPORAL ARTERITIS,"SEPSIS INFECTED ULCERS, PMR, PNEUMONIA",0,0,0,8,SEPSIS INFECTED ULCERS,0
khr382,6,2,Physical Exmination,TEMPORAL ARTERITIS,"SEPSIS INFECTED ULCERS, PMR, PNEUMONIA",0,0,0,9,PMR,0
khr382,6,3,Testing,TEMPORAL ARTERITIS,"SEPSIS INFECTED ULCERS, PMR, PNEUMONIA",0,0,0,10,PMR,0
kqzd96,1,1,Patient History,TEMPORAL ARTERITIS,"GASTRIC ULCER BLEED, VIRAL ILLNESS, SEPTIC ARTHRITIS",0,0,0,9,VIRAL ILLNESS,0
kqzd96,1,2,Physical Exmination,TEMPORAL ARTERITIS,"GASTRIC ULCER BLEED, VIRAL ILLNESS, SEPTIC ARTHRITIS, MENINGITIS, POLMYALGIA RHEUMATICA, GOUT, POLMYOSITIS, SARCOIDOSIS, MUSCULAR DYSTROPHY, GIANT CELL ARTERITIS",1,GIANT CELL ARTERITIS,10,10,GIANT CELL ARTERITIS,1
kqzd96,1,3,Testing,TEMPORAL ARTERITIS,"GASTRIC ULCER BLEED, VIRAL ILLNESS, SEPTIC ARTHRITIS, MENINGITIS, POLMYALGIA RHEUMATICA, GOUT, POLMYOSITIS, SARCOIDOSIS, MUSCULAR DYSTROPHY, GIANT CELL ARTERITIS",1,GIANT CELL ARTERITIS,10,10,GIANT CELL ARTERITIS,1
kqzd96,2,1,Patient History,GUILLAINBARRE SYNDROME,"GUILLIAN BARRE SYNDROME, MULTIPLE SCLEROSIS, POLIOMYELITIS",1,GUILLIAN BARRE SYNDROME,1,7,GUILLIAN BARRE SYNDROME,1
kqzd96,2,2,Physical Exmination,GUILLAINBARRE SYNDROME,"GUILLIAN BARRE SYNDROME, MULTIPLE SCLEROSIS, POLIOMYELITIS",1,GUILLIAN BARRE SYNDROME,1,7,GUILLIAN BARRE SYNDROME,1
kqzd96,2,3,Testing,GUILLAINBARRE SYNDROME,"GUILLIAN BARRE SYNDROME, MULTIPLE SCLEROSIS, POLIOMYELITIS",1,GUILLIAN BARRE SYNDROME,1,7,GUILLIAN BARRE SYNDROME,1
kqzd96,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, SEIZURE, CEREBRAL METASTASES, MENINGITIS",1,MENINGITIS,3,8,SEIZURE,0
kqzd96,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, SEIZURE, CEREBRAL METASTASES, MENINGITIS, INFECTIVE ENDOCARDITIS, THROMBUS",1,MENINGITIS,3,8,SEIZURE,0
kqzd96,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, SEIZURE, CEREBRAL METASTASES, MENINGITIS, INFECTIVE ENDOCARDITIS, THROMBUS, DELIRIUM, ALCOHOL WITHDRAWAL, UTI",1,MENINGITIS,3,8,SEIZURE,0
kqzd96,4,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, IBD, BOWEL CANCER",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
kqzd96,4,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, IBD, BOWEL CANCER",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
kqzd96,4,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, IBD, BOWEL CANCER",1,DIVERTICULITIS,1,8,DIVERTICULITIS,1
kqzd96,5,1,Patient History,AORTIC DISSECTION,CCF,0,0,0,8,CCF,0
kqzd96,5,2,Physical Exmination,AORTIC DISSECTION,"CCF, COARCTATION OF AORTA",1,COARCTATION OF AORTA,2,8,CCF,0
kqzd96,5,3,Testing,AORTIC DISSECTION,"CCF, COARCTATION OF AORTA",1,COARCTATION OF AORTA,2,8,CCF,0
kqzd96,6,1,Patient History,MILIARY TB,CANCER,0,0,0,9,CANCER,0
kqzd96,6,2,Physical Exmination,MILIARY TB,CANCER,0,0,0,9,CANCER,0
kqzd96,6,3,Testing,MILIARY TB,CANCER,0,0,0,9,CANCER,0
ky6qgf,1,1,Patient History,MILIARY TB,"NEUTROPAENIC SEPSIS, URINARY TRACT INFECTION, URTI, MALIGNANCY ?SOURCE",0,0,0,9,NEUTROPAENIC SEPSIS,0
ky6qgf,1,2,Physical Exmination,MILIARY TB,"NEUTROPAENIC SEPSIS, URINARY TRACT INFECTION, URTI, MALIGNANCY ?SOURCE, INCARCERATED HERNIA, PNEUMONIA",0,0,0,9,"NEUTROPAENIC SEPSIS, PNEUMONIA",0
ky6qgf,1,3,Testing,MILIARY TB,"NEUTROPAENIC SEPSIS, URINARY TRACT INFECTION, URTI, MALIGNANCY ?SOURCE, INCARCERATED HERNIA, PNEUMONIA, PARAPNEUMONIC PLEURAL EFFUSION",0,0,0,10,PARAPNEUMONIC PLEURAL EFFUSION,0
ky6qgf,2,1,Patient History,GUILLAINBARRE SYNDROME,"GUILLIANBARRE SYNDROME, CAUDA EQUINA SYNDROME",1,GUILLIANBARRE SYNDROME,1,8,GUILLIANBARRE SYNDROME,1
ky6qgf,2,2,Physical Exmination,GUILLAINBARRE SYNDROME,"GUILLIANBARRE SYNDROME, CAUDA EQUINA SYNDROME",1,GUILLIANBARRE SYNDROME,1,8,GUILLIANBARRE SYNDROME,1
ky6qgf,2,3,Testing,GUILLAINBARRE SYNDROME,"GUILLIANBARRE SYNDROME, CAUDA EQUINA SYNDROME",1,GUILLIANBARRE SYNDROME,1,8,GUILLIANBARRE SYNDROME,1
ky6qgf,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"ISCHAEMIC STROKE, ENCAPHELITIS",0,0,0,8,ENCAPHELITIS,0
ky6qgf,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"ISCHAEMIC STROKE, ENCAPHELITIS, VERTRABRAL ARTERY DISSECTION, HEMIPLEGIC MIGRAINE, SUBDURAL HAEMORRHAGE",0,0,0,8,ENCAPHELITIS,0
ky6qgf,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"ISCHAEMIC STROKE, ENCAPHELITIS, VERTRABRAL ARTERY DISSECTION, HEMIPLEGIC MIGRAINE, SUBDURAL HAEMORRHAGE, MALIGNANT SPACE OCCUPYING LESION",0,0,0,10,MALIGNANT SPACE OCCUPYING LESION,0
ky6qgf,4,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
ky6qgf,4,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
ky6qgf,4,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
ky6qgf,5,1,Patient History,TEMPORAL ARTERITIS,POLYMYALGIA RHEUMATICA,1,POLYMYALGIA RHEUMATICA,1,8,POLYMYALGIA RHEUMATICA,1
ky6qgf,5,2,Physical Exmination,TEMPORAL ARTERITIS,POLYMYALGIA RHEUMATICA,1,POLYMYALGIA RHEUMATICA,1,8,POLYMYALGIA RHEUMATICA,1
ky6qgf,5,3,Testing,TEMPORAL ARTERITIS,POLYMYALGIA RHEUMATICA,1,POLYMYALGIA RHEUMATICA,1,8,POLYMYALGIA RHEUMATICA,1
ky6qgf,6,1,Patient History,AORTIC DISSECTION,"PNEUMONIA, ANGINA, LUNG CANCER",0,0,0,7,LUNG CANCER,0
ky6qgf,6,2,Physical Exmination,AORTIC DISSECTION,"PNEUMONIA, ANGINA, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,AORTIC DISSECTION,4,8,AORTIC DISSECTION,1
ky6qgf,6,3,Testing,AORTIC DISSECTION,"PNEUMONIA, ANGINA, LUNG CANCER, AORTIC DISSECTION, HEART FAILURE",1,AORTIC DISSECTION,4,8,AORTIC DISSECTION,1
l68fkg,1,1,Patient History,MILIARY TB,"CANCER (LYMPHOMA?), INFECTION",1,CANCER (LYMPHOMA?),1,6,CANCER (LYMPHOMA?),1
l68fkg,1,2,Physical Exmination,MILIARY TB,"CANCER (LYMPHOMA?), INFECTION",1,CANCER (LYMPHOMA?),1,7,INFECTION,0
l68fkg,1,3,Testing,MILIARY TB,"CANCER (LYMPHOMA?), INFECTION, NEUTROPENIC SEPSIS",1,CANCER (LYMPHOMA?),1,9,"INFECTION, NEUTROPENIC SEPSIS",0
l68fkg,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, HEAD INJURY, CEREBRAL BLEED",0,0,0,5,"HEAD INJURY, CEREBRAL BLEED",0
l68fkg,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, HEAD INJURY, CEREBRAL BLEED, CLUSTER HEADACHE",0,0,0,8,CLUSTER HEADACHE,0
l68fkg,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, HEAD INJURY, CEREBRAL BLEED, CLUSTER HEADACHE",0,0,0,8,CLUSTER HEADACHE,0
l68fkg,3,1,Patient History,ULCERATIVE COLITIS,"GI CANCER, DIVERTICULAR BLEED",0,0,0,7,GI CANCER,0
l68fkg,3,2,Physical Exmination,ULCERATIVE COLITIS,"GI CANCER, DIVERTICULAR BLEED",0,0,0,7,GI CANCER,0
l68fkg,3,3,Testing,ULCERATIVE COLITIS,"GI CANCER, DIVERTICULAR BLEED, COLITIS",1,COLITIS,3,8,GI CANCER,0
l68fkg,4,1,Patient History,TEMPORAL ARTERITIS,"INFECTION, CRYSTAL-RELATED ARTHRITIS, INFLAMMATORY JOINT DISEASE",0,0,0,5,INFLAMMATORY JOINT DISEASE,0
l68fkg,4,2,Physical Exmination,TEMPORAL ARTERITIS,"INFECTION, CRYSTAL-RELATED ARTHRITIS, INFLAMMATORY JOINT DISEASE, STILL'S DISEASE",0,0,0,5,INFLAMMATORY JOINT DISEASE,0
l68fkg,4,3,Testing,TEMPORAL ARTERITIS,"INFECTION, CRYSTAL-RELATED ARTHRITIS, INFLAMMATORY JOINT DISEASE, STILL'S DISEASE",0,0,0,6,INFECTION,0
l68fkg,5,1,Patient History,GUILLAIN-BARRE SYNDROME,"GUILLION-BARRu00c9, STROKE",1,GUILLION-BARRu00c9,1,5,STROKE,0
l68fkg,5,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"GUILLION-BARRu00c9, STROKE",1,GUILLION-BARRu00c9,1,5,STROKE,0
l68fkg,5,3,Testing,GUILLAIN-BARRE SYNDROME,"GUILLION-BARRu00c9, STROKE",1,GUILLION-BARRu00c9,1,5,"GUILLION-BARRu00c9, STROKE",1
l68fkg,6,1,Patient History,AORTIC DISSECTION,"ISCHAEMIC HEART DISEASE, AAA, HEART FAILURE",0,0,0,8,AAA,0
l68fkg,6,2,Physical Exmination,AORTIC DISSECTION,"ISCHAEMIC HEART DISEASE, AAA, HEART FAILURE, AORTIC STENOSIS",0,0,0,9,AORTIC STENOSIS,0
l68fkg,6,3,Testing,AORTIC DISSECTION,"ISCHAEMIC HEART DISEASE, AAA, HEART FAILURE, AORTIC STENOSIS",0,0,0,9,AORTIC STENOSIS,0
lgqfmy,1,1,Patient History,AORTIC DISSECTION,"MI, AORTIC DISSECTION",1,AORTIC DISSECTION,2,7,AORTIC DISSECTION,1
lgqfmy,1,2,Physical Exmination,AORTIC DISSECTION,"MI, AORTIC DISSECTION",1,AORTIC DISSECTION,2,8,AORTIC DISSECTION,1
lgqfmy,1,3,Testing,AORTIC DISSECTION,"MI, AORTIC DISSECTION, CONCOMITANT UTI, HAEMOPERICARDIUM",1,AORTIC DISSECTION,2,8,AORTIC DISSECTION,1
lgqfmy,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, HEAD INJURY/ BRAIN CONTUSION, SEIZURE",0,0,0,5,"STROKE, SEIZURE",0
lgqfmy,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, HEAD INJURY/ BRAIN CONTUSION, SEIZURE, ANEURYSM RUPTURE",0,0,0,7,ANEURYSM RUPTURE,0
lgqfmy,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, HEAD INJURY/ BRAIN CONTUSION, SEIZURE, ANEURYSM RUPTURE",0,0,0,7,ANEURYSM RUPTURE,0
lgqfmy,3,1,Patient History,GUILLAIN-BARRE SYNDROME,"GBS, MS",1,GBS,1,5,MS,0
lgqfmy,3,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"GBS, MS, VIRAL ILLNESS",1,GBS,1,6,"GBS, VIRAL ILLNESS",1
lgqfmy,3,3,Testing,GUILLAIN-BARRE SYNDROME,"GBS, MS, VIRAL ILLNESS",1,GBS,1,6,"GBS, VIRAL ILLNESS",1
lgqfmy,4,1,Patient History,MILIARY TB,"APLASTIC ANAEMIA, NEUTROPENIA SEPSIS",0,0,0,6,NEUTROPENIA SEPSIS,0
lgqfmy,4,2,Physical Exmination,MILIARY TB,"APLASTIC ANAEMIA, NEUTROPENIA SEPSIS, PNEUMONIA",0,0,0,7,PNEUMONIA,0
lgqfmy,4,3,Testing,MILIARY TB,"APLASTIC ANAEMIA, NEUTROPENIA SEPSIS, PNEUMONIA, HEART FAILURE, MALIGNANCY",0,0,0,7,PNEUMONIA,0
lgqfmy,5,1,Patient History,ULCERATIVE COLITIS,"GASTROENTERITIS, DIVERTICULITIS PERFORATION",0,0,0,6,GASTROENTERITIS,1
lgqfmy,5,2,Physical Exmination,ULCERATIVE COLITIS,"GASTROENTERITIS, DIVERTICULITIS PERFORATION",0,0,0,2,GASTROENTERITIS,1
lgqfmy,5,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS PERFORATION, INFECTIVE COLITIS",1,INFECTIVE COLITIS,2,8,INFECTIVE COLITIS,1
lgqfmy,6,1,Patient History,TEMPORAL ARTERITIS,SYSTEMIC VIRAL ILLNESS,0,0,0,4,SYSTEMIC VIRAL ILLNESS,0
lgqfmy,6,2,Physical Exmination,TEMPORAL ARTERITIS,"SYSTEMIC VIRAL ILLNESS, AUTOIMMUNE",0,0,0,5,AUTOIMMUNE,0
lgqfmy,6,3,Testing,TEMPORAL ARTERITIS,"SYSTEMIC VIRAL ILLNESS, AUTOIMMUNE",0,0,0,6,AUTOIMMUNE,0
lqms62,1,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, GASTROENTERITIS",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
lqms62,1,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, GASTROENTERITIS",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
lqms62,1,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, GASTROENTERITIS",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
lqms62,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, STROKE, GUILLEN BARRE SYNDROME",1,MENINGITIS,1,8,MENINGITIS,1
lqms62,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, STROKE, GUILLEN BARRE SYNDROME, TRANSIENT ISCHAEMIC ATTACK",1,MENINGITIS,1,8,MENINGITIS,1
lqms62,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, STROKE, GUILLEN BARRE SYNDROME, TRANSIENT ISCHAEMIC ATTACK",1,MENINGITIS,1,9,TRANSIENT ISCHAEMIC ATTACK,0
lqms62,3,1,Patient History,MILIARY TB,"LYMPHOMA, ALL",1,LYMPHOMA,1,6,LYMPHOMA,1
lqms62,3,2,Physical Exmination,MILIARY TB,"LYMPHOMA, ALL",1,LYMPHOMA,1,6,LYMPHOMA,1
lqms62,3,3,Testing,MILIARY TB,"LYMPHOMA, ALL",1,LYMPHOMA,1,6,LYMPHOMA,1
lqms62,4,1,Patient History,AORTIC DISSECTION,"PNEUMONIA, TB, PULMONARY EMBOLISM",1,PULMONARY EMBOLISM,3,8,PNEUMONIA,0
lqms62,4,2,Physical Exmination,AORTIC DISSECTION,"PNEUMONIA, TB, PULMONARY EMBOLISM",1,PULMONARY EMBOLISM,3,8,PNEUMONIA,0
lqms62,4,3,Testing,AORTIC DISSECTION,"PNEUMONIA, TB, PULMONARY EMBOLISM, HEART FAILURE",1,PULMONARY EMBOLISM,3,8,PNEUMONIA,0
lqms62,5,1,Patient History,GUILLAIN-BARRE SYNDROME,"POLYMYALGIA RHEUMATICA, STROKE, GUILLEN BARRE SYNDROME",1,GUILLEN BARRE SYNDROME,3,5,POLYMYALGIA RHEUMATICA,0
lqms62,5,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"POLYMYALGIA RHEUMATICA, STROKE, GUILLEN BARRE SYNDROME, LUMBAR DISC PROLAPSE, CAUDA EQUINA SYNDROME",1,GUILLEN BARRE SYNDROME,3,5,"POLYMYALGIA RHEUMATICA, LUMBAR DISC PROLAPSE",0
lqms62,5,3,Testing,GUILLAIN-BARRE SYNDROME,"POLYMYALGIA RHEUMATICA, STROKE, GUILLEN BARRE SYNDROME, LUMBAR DISC PROLAPSE, CAUDA EQUINA SYNDROME",1,GUILLEN BARRE SYNDROME,3,7,LUMBAR DISC PROLAPSE,0
lqms62,6,1,Patient History,TEMPORAL ARTERITIS,POLYMYALGIA RHEUMATICA,1,POLYMYALGIA RHEUMATICA,1,3,POLYMYALGIA RHEUMATICA,1
lqms62,6,2,Physical Exmination,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, VASCULITIS",1,POLYMYALGIA RHEUMATICA,1,3,POLYMYALGIA RHEUMATICA,1
lqms62,6,3,Testing,TEMPORAL ARTERITIS,"POLYMYALGIA RHEUMATICA, VASCULITIS",1,POLYMYALGIA RHEUMATICA,1,3,POLYMYALGIA RHEUMATICA,1
m29nfs,1,1,Patient History,AORTIC DISSECTION,ACS,0,0,0,9,ACS,0
m29nfs,1,2,Physical Exmination,AORTIC DISSECTION,ACS,0,0,0,9,ACS,0
m29nfs,1,3,Testing,AORTIC DISSECTION,ACS,0,0,0,9,ACS,0
m29nfs,2,1,Patient History,MILIARY TB,"HERNIA, PNEUMONIA",0,0,0,4,PNEUMONIA,0
m29nfs,2,2,Physical Exmination,MILIARY TB,"HERNIA, PNEUMONIA",0,0,0,4,PNEUMONIA,0
m29nfs,2,3,Testing,MILIARY TB,"HERNIA, PNEUMONIA",0,0,0,9,PNEUMONIA,0
m29nfs,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,STROCK,0,0,0,7,STROCK,0
